Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
01-01-2022 00:00,122.31,474.45,99.83,130.35,137.68,63.82,18.73,2.59,9.9,10.34,41.84,0.53,NA,2.76,3.94,17.54,63.96,1.14,120.79,0,0,NA,999.56,NA
02-01-2022 00:00,104.24,526.86,134.17,143.91,202.13,112.84,6.94,2.41,6.23,10.59,43.74,0.66,NA,3.11,4.83,18.43,65.31,2.16,100.58,0,0,NA,999.66,NA
03-01-2022 00:00,140.88,483.52,78.42,166.59,162.6,61.98,15.81,2.44,16.82,8.44,35.24,0.53,NA,2.62,4.03,18.77,62.39,1.89,87.43,0,0,NA,999.68,NA
04-01-2022 00:00,148.38,409.32,65.53,267.4,178.51,101.17,11.06,2.33,7.96,7.51,35.97,0.6,NA,2.87,4.55,20.14,57.15,1.62,111.4,0,0,NA,999.52,NA
05-01-2022 00:00,115.15,505.42,66.92,135.6,144.52,134.88,4.29,1.87,2.18,6.85,30.63,0.6,NA,2.93,4.83,19.7,79.06,2.26,240.51,0,0,NA,999.73,NA
06-01-2022 00:00,77.87,210.85,16.58,86.71,58.64,30.26,4.17,0.71,3.31,3.71,15.51,0.2,NA,0.87,1.86,21.29,76.7,2.02,307.92,0,0,NA,NA,NA
07-01-2022 00:00,73.09,147.34,11.21,62.6,41.74,26.21,10.95,0.69,2.71,2.52,13.61,0.17,NA,0.78,1.67,20.26,77.16,0.79,303.17,0,0,NA,NA,NA
08-01-2022 00:00,64.85,98.39,6.36,26.97,33.31,24.29,10.67,0.33,2.25,2.4,14.1,0.14,NA,0.59,1.4,22.06,86.55,2.13,251.99,0,0,NA,NA,NA
09-01-2022 00:00,72.39,99.37,6.54,38.04,44.58,26.87,4.1,0.35,2.38,1.12,10.28,0.1,NA,0.31,0.94,21.67,87.86,2.5,72.42,0,0,NA,1000,NA
10-01-2022 00:00,37.7,206.39,15.26,102.66,69.91,32.81,4.36,0.66,12.99,2.12,16.03,0.22,NA,1.05,1.83,22.38,75.65,2.31,79.57,0,0,NA,999.9,NA
11-01-2022 00:00,40.45,138.58,17.98,68.55,82.93,35.88,4.05,0.44,6.38,2.38,17.23,0.27,NA,1.07,2.08,21.2,76.92,2.38,85.1,0,0,NA,1000,NA
12-01-2022 00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
13-01-2022 00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
14-01-2022 00:00,45.68,632.72,65.75,172.52,156.79,117.6,3.61,2.18,2.47,2.99,11.3,0.36,NA,2.47,5.06,NA,NA,NA,NA,0,0,NA,NA,NA
15-01-2022 00:00,51.07,271.02,22.99,89.46,65.58,38.16,10.65,NA,10.59,2.77,6.46,0.09,NA,1.53,1.56,13.53,76.68,0.74,119.52,0,0,NA,999.64,NA
16-01-2022 00:00,62.53,264.2,15.81,62.36,72.34,33.44,10.58,NA,9.8,2.48,5.17,0.02,NA,1.07,1.39,13.41,76.25,0.89,102.78,0,0,NA,999.77,NA
17-01-2022 00:00,114.68,372.56,19.21,113.79,74.47,36.01,10.94,0.98,18.45,2.52,8.12,0.24,NA,1.2,2.16,15.56,75.56,1.62,207.9,0,0,NA,999.84,NA
18-01-2022 00:00,102.17,364.15,7.47,50.89,33.47,27.39,10.84,0.52,22.72,2.91,11.88,0.27,NA,1.3,2.01,14.02,75.01,1.16,108.6,0,0,NA,999.75,NA
19-01-2022 00:00,122.53,428.36,8.43,76.85,88.54,58.29,11.43,0.91,24.77,2.79,10.62,0.87,NA,0.99,1.85,15.51,76.94,1.6,114.01,0,0,NA,999.78,NA
20-01-2022 00:00,94.4,486.85,8.27,79.9,88.07,59.76,4.59,0.85,13.48,3.67,15.18,2.4,NA,2.35,3.36,17.95,82.11,2.37,317.75,0,0,NA,NA,NA
21-01-2022 00:00,92.62,375.65,10.83,83,82.54,75.17,4.54,0.86,16.86,4.83,13.38,1.73,NA,1.69,2.8,18.34,78.69,2.12,239.59,0,0,NA,999.72,NA
22-01-2022 00:00,96.28,217.34,5.3,22.01,27.3,23.64,4.23,0.36,14.67,4.45,9.9,0.82,NA,0.74,1.38,17.98,84.69,2.13,331.39,0,0,NA,NA,NA
23-01-2022 00:00,23,90.82,4.72,14.78,19.51,19.06,4.1,0,31.51,3.39,9.55,0.41,NA,0.25,0.66,17.05,88.1,2.52,341.25,0,0,NA,NA,NA
24-01-2022 00:00,77.51,259.39,13.88,251.32,194.6,123.52,11.95,0.86,23.79,5,12.63,4.63,NA,1.35,3.12,16.97,79.85,2.4,108.56,0,0,NA,1000,NA
