Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
01-01-2019 00:00,380.23,553.3,151.96,146.5,214.77,95.71,15.51,4.54,23.88,15.99,59.74,NA,NA,NA,NA,14.71,52.34,0.38,233.49,0,0,168.85,983.83,NA
02-01-2019 00:00,418.47,615.09,160.47,133.02,203.26,105.84,14.9,4.5,40.37,16.81,73.51,NA,NA,NA,NA,15.62,56.24,0.58,146.69,NA,0,167.39,982.23,NA
03-01-2019 00:00,412.89,558.92,224.68,135.06,267.23,92.78,10.24,4.12,23.48,17.6,56.4,NA,NA,NA,NA,15.33,58.26,0.61,271.35,NA,0,167.43,982.54,NA
04-01-2019 00:00,292.58,432.22,184.34,107.7,204.92,89.98,5.93,3.64,23.57,13.08,42.21,NA,NA,NA,NA,13.52,62.09,0.39,245.19,NA,0,165.82,982.81,NA
05-01-2019 00:00,241.67,343.16,53.74,85.87,89.47,78.81,6.71,4.69,23.92,9.96,47.03,NA,NA,NA,NA,14.92,56.11,1.15,90.49,NA,0,170.78,984.04,NA
06-01-2019 00:00,191.85,275.35,119.67,88.52,142.16,80.63,5.19,3.6,29.82,8.28,35.42,NA,NA,NA,NA,14.63,63.14,0.68,195.79,NA,0,147.22,983.45,NA
07-01-2019 00:00,198.04,303.64,193.93,111.93,216.02,87.73,7.97,2.23,20.59,10.64,39.95,NA,NA,NA,NA,14.86,61.97,0.53,270.66,NA,0,173.52,982.64,NA
08-01-2019 00:00,152.13,246.71,172.51,97.89,192.77,67.55,7.28,1.88,17.2,7.01,29.65,NA,NA,NA,NA,14.94,58.04,0.71,286.08,NA,0,171.11,982.5,NA
09-01-2019 00:00,155.26,276.36,183.09,104.32,203.94,59.28,8.52,2.06,14.3,7.86,29.74,NA,NA,NA,NA,15.02,51.77,0.97,280.98,NA,0,174.86,982.17,NA
10-01-2019 00:00,205.47,395.21,206.79,125.59,232.35,64.12,10.77,2.91,13.73,11.92,39.8,NA,NA,NA,NA,15.13,51.59,0.48,255.09,NA,0,174.84,982.76,NA
11-01-2019 00:00,350.48,470.1,170.78,128.96,204.91,82.94,18.54,2.75,18.15,16.58,58.1,NA,NA,NA,NA,14.6,54.06,0.51,163.83,NA,0,170.26,982.81,NA
12-01-2019 00:00,445.31,559.33,116.32,151.78,191.81,100.08,14.66,3.57,26.32,21.83,69.41,NA,NA,NA,NA,15.49,55.07,0.62,150.94,NA,0,170.87,984.37,NA
13-01-2019 00:00,312.21,444.02,114.76,119.69,160.26,106.99,10.56,3.94,23.65,13.45,69.74,NA,NA,NA,NA,16.83,55.01,0.61,220.05,NA,0,168.4,985.37,NA
14-01-2019 00:00,94.03,193.79,128.75,90.04,152.71,57.4,7.23,2.32,11.89,5.08,22.13,NA,NA,NA,NA,14.72,43.82,1.28,284.9,NA,0,177.95,984.66,NA
15-01-2019 00:00,145.52,279.31,187.15,105.62,204.85,51.77,9.32,3.02,10.32,8.44,29.06,NA,NA,NA,NA,12.85,47.21,0.9,267.54,NA,0,175.95,984.12,NA
16-01-2019 00:00,326.48,497.56,128.88,129,178.25,75.88,13.75,3.14,12.72,16.7,58.67,NA,NA,NA,NA,13.38,53.94,0.58,149.28,NA,0,172.18,982.74,NA
17-01-2019 00:00,408.33,564.4,239.41,114.64,290.58,78.95,12.97,2.74,11.49,17.71,64.48,NA,NA,NA,NA,14.96,53.48,0.4,207.82,NA,0,175.02,982.76,NA
18-01-2019 00:00,264.69,456.85,NA,NA,NA,NA,10.99,NA,10.37,13.29,44.59,NA,NA,NA,NA,14.96,54.28,0.51,257.08,NA,0,176.48,982.4,NA
19-01-2019 00:00,344.75,568.96,103.52,182.92,128.7,62.01,13.54,4.63,14.16,17.71,68.52,NA,NA,NA,NA,16.72,50.38,0.37,243.76,NA,0,171.67,983.39,NA
20-01-2019 00:00,403.72,602.41,114.16,200.83,199.27,103.68,18.51,3.03,53.29,19.72,101.16,NA,NA,NA,NA,19.31,51.9,0.4,193.32,NA,0,174.88,983.18,NA
21-01-2019 00:00,169.11,316.52,66.81,96.73,104.16,84.16,7.47,1.6,14.92,8.19,57.58,NA,NA,NA,NA,17.19,60.96,2.28,106.34,NA,0,137.54,982.1,NA
22-01-2019 00:00,56.74,72.15,31.74,66.85,61.06,43.19,5.76,4.95,16.34,3.35,41.47,NA,NA,NA,NA,14.74,74.58,1.44,117.48,0.49,25.5,146.63,982.04,NA
23-01-2019 00:00,166.89,285.28,171.76,97.11,191.71,50.03,8.34,NA,14.85,11.72,48.49,NA,NA,NA,NA,15.1,68.07,0.49,223.45,0.01,0.5,187.93,982.82,NA
24-01-2019 00:00,134.64,246.38,74.82,75.46,101.14,50.08,9.15,3.75,19.44,7.44,45.83,NA,NA,NA,NA,15.93,61.35,0.86,186.07,NA,0,174.23,982.68,NA
25-01-2019 00:00,78.64,157.31,75.09,81.36,104.58,47.97,6.15,4.54,12.45,4.71,38.08,NA,NA,NA,NA,15.14,59.41,0.7,257.34,NA,0,185.54,982.97,NA
26-01-2019 00:00,94.44,186.53,84.75,83.17,113.34,49.07,8.27,3.25,14.89,4.82,36.76,NA,NA,NA,NA,14.31,48.79,0.88,279.47,NA,0,190.95,982.57,NA
27-01-2019 00:00,127.48,241.48,128.8,87.31,151.48,49.49,7.29,2.12,14.38,5.72,41.39,NA,NA,NA,NA,12.61,49.7,0.92,285.85,NA,0,190.7,982.39,NA
28-01-2019 00:00,122.43,237.83,143.6,94.66,167.53,48.99,7.33,3.08,14.77,7.32,37.14,NA,NA,NA,NA,13.51,44.71,1.15,285.58,NA,0,192.06,983.16,NA
29-01-2019 00:00,153.07,305.71,183.44,102.56,203.41,32.28,12.11,2.48,16.3,7.79,48.28,NA,NA,NA,NA,14.37,45.28,0.87,281.94,NA,0,191.83,983.27,NA
30-01-2019 00:00,239.64,453.92,217.98,118.35,242.43,18.41,32.65,2.45,22.56,11.24,71.29,NA,NA,NA,NA,15.09,44.95,0.46,248.45,NA,0,186.72,983.59,NA
31-01-2019 00:00,231.24,395.16,89.65,82.01,116.76,31.41,22.57,1.65,32.58,10.49,73.21,NA,NA,NA,NA,15.61,48.32,1.41,114.48,NA,0,176.76,982.7,NA
01-02-2019 00:00,202.11,311.17,72.14,72.81,97.5,27.68,21.57,1.87,36.63,7.68,63.12,NA,NA,NA,NA,16.09,57.82,1.01,184.85,NA,0,182.06,982.81,NA
02-02-2019 00:00,218.36,343.06,112.3,68.22,123.62,22.92,6.36,1.9,18.58,8,38.28,NA,NA,NA,NA,12.96,70.99,0.89,280.85,0,0,178.83,983.75,NA
03-02-2019 00:00,161.82,286.77,96.25,58.2,109.44,24.43,8.13,3.17,19.44,7.2,40.18,NA,NA,NA,NA,14.16,69.96,0.52,273,0,0,174.8,983.35,NA
04-02-2019 00:00,196.76,397.29,116.93,129.9,161.45,52.59,12.54,3.16,22.94,12.2,55.74,NA,NA,NA,NA,15.81,61.51,0.4,234.1,NA,0,181.86,983.56,NA
05-02-2019 00:00,435.69,721.48,295.48,135.13,330.7,83.72,32.5,4.33,59.4,23.62,143.01,NA,NA,NA,NA,15.42,66.69,0.49,146.07,NA,0,121.54,983.57,NA
