Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
01-01-2021 00:00,465.44,507.46,203.55,97.6,232.22,59.12,25.14,4.57,38.86,8.9,105.52,NA,NA,NA,NA,13.14,80.61,0.44,165.53,NA,0,118.24,972.25,NA
02-01-2021 00:00,312.56,398.5,52.81,90.35,91.09,54.05,34.86,3.04,28.77,10.15,53.03,NA,NA,NA,NA,15.61,68.23,0.57,131.42,NA,0,96.69,972.21,NA
03-01-2021 00:00,147.15,NA,33.34,60.04,59.11,58.55,22.09,2.1,27.63,4.91,35.15,NA,NA,NA,NA,15.71,84.3,0.66,127.36,NA,0,60.64,971.94,NA
04-01-2021 00:00,111.79,NA,94.99,73.46,116.5,56.55,19.84,2.32,29.29,5.95,54.58,NA,NA,NA,NA,17.71,86.66,0.42,187.16,NA,0,122.27,972.51,NA
05-01-2021 00:00,85.35,NA,67.87,56.34,85.27,51.5,29.44,2.04,32.29,2.14,32.21,NA,NA,NA,NA,18.23,81.4,0.36,152.29,NA,0,126.18,973.61,NA
06-01-2021 00:00,147.11,243.39,106.54,55.27,116.25,48.58,21.11,2.26,32.68,5.87,62.32,NA,NA,NA,NA,18.24,84.87,0.37,187.44,NA,0,125.7,973.47,NA
07-01-2021 00:00,131.17,203.55,91.69,53.06,102.95,45.45,12.49,2.14,27.91,4.71,24.72,NA,NA,NA,NA,17.39,83.21,0.33,264.03,NA,0,133.25,973.54,NA
08-01-2021 00:00,208.98,318.94,101.37,60.25,114.72,37.46,20.41,2.23,20.19,5.57,28.01,NA,NA,NA,NA,15.44,84.32,0.31,218.91,NA,0,112.29,973.57,NA
09-01-2021 00:00,168.98,254.18,103.93,63.96,118.38,37.25,20.01,2.26,16.96,6.55,28.16,NA,NA,NA,NA,16.75,79.13,0.4,274.28,NA,0,142.99,973.24,NA
10-01-2021 00:00,135.55,200.28,88.83,58.42,103.48,47.37,12.36,2.07,20.99,2.6,6.7,NA,NA,NA,NA,14.54,76.52,0.7,275.51,NA,0,155.96,972.84,NA
