Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
01-01-2024,199.56,335.12,38.99,56.29,61.65,18.28,9.33,1.6,17.08,2.31,8.15,,,,,11.83,75.3,0.41,60.27,,0,127.21,741.94,
02-01-2024,195.91,320.67,46.46,62.58,71.07,19.42,22.19,1.77,17.98,2.2,9.02,,,,,11.54,72.11,0.54,54.18,,0,135.27,741.98,
03-01-2024,247.44,360.37,69.63,71.08,94.41,25.29,16.65,2.18,15.52,3.43,12.03,,,,,10.76,84.56,0.51,38.12,,0,119.43,742,
04-01-2024,274.06,436.22,91.01,71.07,111.79,34.86,10.11,1.86,14.38,3.17,18.21,,,,,11.54,81.26,0.32,96.44,,0,111.25,741.96,
05-01-2024,218.28,345.98,66.03,59.13,85.1,42.52,11.37,2.2,15.25,2.75,14.08,,,,,12.01,84.88,0.32,51.01,,0,79.26,742,
06-01-2024,223.3,375.88,69.6,68.65,93.07,34.62,18.98,3.57,14.94,2.62,11.18,,,,,11.72,78.78,0.39,44.39,,0,122.34,741.9,
07-01-2024,214.33,357.84,64.99,75.71,93.11,29.71,10.04,3.55,17.23,2.26,10.62,,,,,12.2,74.78,0.39,61.26,,0,137.88,741.89,
08-01-2024,331.12,531.56,81,82.32,109.18,28.6,15.83,4.11,15.23,3.46,17.74,,,,,11.53,80.92,0.38,37.85,,0,130.92,741.19,
09-01-2024,184.92,304.13,58.07,57.75,77.92,41.18,10.64,3.86,15.32,2.27,11.88,,,,,11.62,80.98,0.44,91.49,,0,115.4,741,
10-01-2024,177.28,301.01,63.68,58.19,82.73,35.52,12.57,4.56,16.99,1.95,8.31,,,,,11.04,77.8,0.52,122.65,,0,132.2,741,
11-01-2024,229.72,375.51,64.65,76.26,93.13,34.08,17.9,3.96,19.54,2.69,12.86,,,,,11.73,74.56,0.36,99.18,,0,140.09,741,
12-01-2024,253.56,394.33,64.67,88.45,99.15,38.51,8.7,3.63,18.49,3.31,16.46,,,,,11.57,76.69,0.33,73.73,,0,133.1,741,
13-01-2024,420.17,609.42,121.99,115.6,157.44,43.65,23.05,4.2,25.52,4.82,33.16,,,,,10.98,81.94,0.41,38.68,,0,135.7,741,
14-01-2024,363.57,574.43,96.19,100.96,136.99,41.99,21.51,4.9,28.18,5.78,27.11,,,,,11.29,79.74,0.35,75.71,,0,129.65,740.92,
15-01-2024,238.57,405.96,95.11,107.29,134.89,37.59,23.87,5.13,23.28,3.9,20.28,,,,,11.82,74.47,0.34,57.03,,0,139.19,740.68,
