Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
01-01-2024,192.93,279.54,3.37,17.22,20.57,57.67,3.85,0.72,9.57,,,,,,,8.05,76.12,0.81,264.86,0,0,59.09,978.6,
02-01-2024,194.73,276.34,5.58,20.14,25.73,45.07,5.25,0.87,9.43,,,,,,,7.72,72.79,0.84,293.63,0,0,83.26,977.64,
03-01-2024,228.73,325.08,21.96,24.44,46.63,47.26,2.97,1.82,8.06,,,,,,,6.97,83.9,0.75,249,0,0,46.22,977.85,
04-01-2024,225.1,311.02,9.35,24.78,25.63,42.46,3.62,1.34,1.92,,,,,,,6.67,85.57,0.84,249.44,0,0,22.12,978.2,
05-01-2024,159.96,261.34,5.86,30.03,20.83,44.49,6.43,1.13,8.95,,,,,,,8.19,87.36,0.84,263.44,0,0,15.85,978.55,
06-01-2024,195.36,289.25,11.85,35.43,28.48,41.03,7.94,1.11,18.48,,,,,,,7.69,80.41,1.01,276.99,0,0,45.72,979.82,
07-01-2024,208.33,304.55,9.35,40.97,29.39,35.79,8.16,1.02,27.57,,,,,,,8.77,75.06,1.04,229.44,0,0,73.12,980.17,
08-01-2024,224.61,365.67,12.2,40.92,31.71,33.12,15.42,1.08,13.86,,,,,,,7.28,83.35,0.78,261.48,0,0,48.61,980.27,
09-01-2024,116.03,183.54,3.65,26.25,16.93,32.4,6.83,0.8,18.52,,,,,,,7.37,84.96,1.12,260.44,0,0,33.78,980.27,
10-01-2024,165.4,252.04,7.3,29.06,20.65,35.47,7.89,0.95,15.5,,,,,,,6.38,80.89,1.22,246.84,0,0,64.01,978.68,
11-01-2024,217.96,321.93,6.98,33.13,23.17,40.04,10.69,1.15,26.21,,,,,,,7.21,78.94,0.96,241.26,0,0,81.48,979.02,
12-01-2024,202.59,272.27,9.97,38.95,28.94,41.7,8.78,1.34,21.8,,,,,,,6.95,80.17,0.91,237,0,0,88.68,978.05,
13-01-2024,399.35,542.74,38.13,57.25,62.07,47.22,10.45,2.63,19.82,,,,,,,7.08,82.64,0.9,195.14,0,0,68.45,977.39,
14-01-2024,310.32,385.25,53.1,39.56,62.58,40.07,10.37,2.53,15.69,,,,,,,6.68,84.49,0.73,240.16,0,0,78.49,977.45,
15-01-2024,183.32,257.56,39.78,36.96,52.05,38.3,9.45,1.78,15.89,,,,,,,7.93,80.72,0.81,238.25,0,0,91.17,976.78,
16-01-2024,329.07,449.26,52.57,57.33,72.73,46.98,6.88,2.43,13.79,,,,,,,8.81,83.83,1.18,111.6,0,0,70.15,975.18,
17-01-2024,240.72,372.28,40.14,61.36,65.6,43.53,9.77,1.83,21.14,,,,,,,9.98,73.43,0.84,97.68,0,0,82.98,974.92,
18-01-2024,237.18,348.36,24.78,53.31,48.49,43.73,9.73,1.42,17.05,,,,,,,9.96,80.65,1.02,205.11,0,0,71.11,977.29,
19-01-2024,234.99,342.16,25.47,52.45,48.72,38.41,9.66,1.64,8.55,,,,,,,9.38,82.04,1.16,131.21,0,0,66.1,978.89,
20-01-2024,175.8,243.59,17.17,47.02,38.29,36.79,10.62,1.27,23.58,,,,,,,10.22,74.63,0.92,196.35,0,0,67.98,978.98,
21-01-2024,,287,12.63,30.99,26.75,36.64,4.89,1.19,16.91,,,,,,,7.99,86.32,1.11,252.78,0,0,68.21,978.54,
22-01-2024,406.28,396.95,29.5,52.11,51.78,32.82,10.6,1.39,25.26,,,,,,,9.6,74.53,0.92,168.28,0,0,79.34,979.16,
23-01-2024,272.83,393.02,10.69,49.55,34.99,39.37,6.83,1.57,25.25,,,,,,,9.86,79.85,1.17,193.48,0,0,65.66,978.52,
24-01-2024,261.18,379.61,12.49,42.9,32.91,37,12.14,1.63,15.3,,,,,,,9.81,79.31,1.04,267.28,0,0,67.89,978.71,
25-01-2024,199,277.68,22.24,35.93,37.23,33.31,11.74,1.63,14.78,,,,,,,8.89,82.24,0.82,255.78,0,0,72.39,980.71,
26-01-2024,312.96,469.94,79.07,27.08,78.3,27.76,11.14,2.85,32.39,,,,,,,11.09,74.83,0.67,219.96,0,0,84.45,981.18,
27-01-2024,181.17,289.49,65.99,44.99,77.36,34.6,10.38,1.65,28.77,,,,,,,12.57,68.07,1.09,210.31,0,0,94.46,979.35,
28-01-2024,344.99,507.48,90.75,68.39,113.59,57.11,8.4,2.71,10.25,,,,,,,11.14,78.81,1.25,105.25,0,0,52.56,978.32,
29-01-2024,268.42,404.9,15.84,51.65,40.86,56.93,14.02,1.67,24.44,,,,,,,12.58,77.1,1.07,169.91,0,0,74.11,978.46,
30-01-2024,194.7,274.75,13.63,35.47,29.86,49.52,8.82,1.69,11.38,,,,,,,10.64,88.65,0.79,247.25,0,0,47.03,977.97,
31-01-2024,250.79,330.67,58.97,52.18,73.15,49.92,11.06,2.47,14.51,0.93,12.81,,,,,11.47,91.7,1.07,147.86,0.02,0.02,27.85,977.06,
