Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
01-01-2020 00:00,420.68,507.6,200.34,105.21,219.25,63.96,6.3,2.26,9.49,8.73,150.27,NA,NA,NA,NA,12.95,74.27,0.33,166.45,NA,0,76.32,754.01,0
02-01-2020 00:00,364.73,480.09,341.97,79.38,326.6,51.28,9.69,2.87,8.03,6.86,169.71,NA,NA,NA,NA,15.62,72.39,0.31,155.27,NA,0,81.17,751.73,0
03-01-2020 00:00,227.72,309.23,144.61,57.22,148.33,44.29,11.04,2.69,8.18,4.1,192.81,NA,NA,NA,NA,17.27,71.66,0.34,159.33,NA,0,89.95,738.75,0.01
04-01-2020 00:00,243.86,323.75,80.49,60.99,98.07,44.88,12.61,1.94,11.72,10.16,152.58,NA,NA,NA,NA,16.44,72.18,0.34,149.54,NA,0,73.72,738.75,0
05-01-2020 00:00,161.66,222.79,9.65,56.22,37.77,38.35,11.03,1.91,12.37,4.82,45.4,NA,NA,NA,NA,16.23,66.44,0.45,90.97,NA,0,71.51,738.74,0
06-01-2020 00:00,145.68,218.36,21.35,57.72,48.1,38.61,19.81,1.39,7.58,5.03,45.41,NA,NA,NA,NA,16.11,68.81,0.32,90.8,NA,0,32.73,738.75,0
07-01-2020 00:00,129.56,195.48,40.18,59.64,64.48,39.91,17.86,1.62,8.89,5.76,53.81,NA,NA,NA,NA,16.77,74.16,0.38,128.01,NA,0,36.58,738.75,0
08-01-2020 00:00,111.08,137.21,29.04,44.4,47.29,41.38,14.29,1.02,6.65,4.51,43.85,NA,NA,NA,NA,14.7,86.8,0.36,92.39,NA,0,11.3,739.18,0
09-01-2020 00:00,84.11,121.81,8.02,37.34,26.4,32.62,3.78,1.02,9.36,3.09,26.09,NA,NA,NA,NA,11.98,78.75,0.75,78.15,NA,0,74.72,740.19,0.01
10-01-2020 00:00,126.51,181.64,13.44,51.69,38.46,31.77,13.03,1.23,10.88,6.9,93.44,NA,NA,NA,NA,12.45,75.95,0.64,98.67,NA,0,99.67,739.2,0
11-01-2020 00:00,144.19,217.1,34.85,59.6,60.11,31.44,11.01,1.61,13.56,7.69,87,NA,NA,NA,NA,14.3,66.65,0.46,110.98,NA,0,100.94,739.34,0
12-01-2020 00:00,226.77,331.28,102.57,58.71,114.85,38.55,12.56,2.45,12.71,5.86,114.04,NA,NA,NA,NA,15.69,70.47,0.48,134.42,NA,0,92.32,739.27,0
13-01-2020 00:00,195.62,272.59,48.24,62.24,72.43,39.63,8.8,1.53,9.2,6.83,71.31,NA,NA,NA,NA,16.93,71.58,0.7,128.21,NA,0,43.31,739.21,0.05
14-01-2020 00:00,94.27,131.77,11.83,40.02,30.93,33.78,18.7,1.49,7.55,3.07,36.91,NA,NA,NA,NA,14.86,77.7,0.61,88.67,NA,0,63.19,739.2,0.03
15-01-2020 00:00,100.19,158.89,15.86,48.75,38.86,31.07,23.65,1.5,9.36,3.92,42.24,NA,NA,NA,NA,15.06,74.41,0.48,92.57,NA,0,84.38,739.22,0.01
16-01-2020 00:00,137.1,197.71,26.06,45.03,45.2,33.89,14.22,1.7,6.75,5.39,56.96,NA,NA,NA,NA,13.7,79.62,0.42,81.21,NA,0,31.58,739.26,0.01
