Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
01-01-2019 00:00,306.92,459.07,30.22,59.67,56.38,41.76,21.59,3.06,18.79,12.78,100.58,NA,NA,NA,NA,10.93,57.81,0.48,154.2,NA,0,74.97,745.47,0
02-01-2019 00:00,378.98,539.26,56.56,83.96,90.76,44.34,20.29,2.77,25.71,13.93,143.27,NA,NA,NA,NA,12.41,60.73,0.45,178.48,NA,0,64.84,752.55,0.01
03-01-2019 00:00,429.62,553.89,29.76,60.83,56.6,46.83,7.16,2.05,16.04,19.64,141.34,NA,NA,NA,NA,11.05,65.98,0.55,119.79,NA,0,72.18,772.32,0
04-01-2019 00:00,265.22,388.77,37.53,85.98,76.32,61.51,22.09,2.46,10.93,12.22,114.29,NA,NA,NA,NA,9.11,70.11,0.55,105.25,NA,0,45.49,771.08,0.01
05-01-2019 00:00,229.34,351.46,51.87,133.15,113.1,85.41,20.09,2.28,30.22,12.03,96.08,NA,NA,NA,NA,11.88,58.51,0.56,162.97,NA,0,68.25,755.62,0
06-01-2019 00:00,147.24,211.4,11.62,89.24,56.94,83.79,21.34,1.25,16.22,6.73,30.76,NA,NA,NA,NA,11.84,64.01,0.56,123.54,NA,0,74.22,749.68,0.02
07-01-2019 00:00,190.05,272.54,30.77,98.01,77.21,84.09,22.58,1.46,13.86,7.81,53.9,NA,NA,NA,NA,10.79,67.94,0.54,103.23,NA,0,82.69,766.18,0.01
08-01-2019 00:00,161.77,229.58,9.86,77.57,49.3,75.46,23.78,1.2,18.43,12.02,44.22,NA,NA,NA,NA,11.01,63.59,0.77,74.53,0,0,92.51,746.76,0
09-01-2019 00:00,135.83,212.17,9.8,77.5,49.21,66.33,21.2,1.22,23.54,9.1,78.33,NA,NA,NA,NA,11.27,55.99,0.94,96.85,0,0,100.28,736.07,0.02
10-01-2019 00:00,180.19,278.73,33.37,101.65,80.96,70.19,22.21,1.77,21.84,9.99,91.38,NA,NA,NA,NA,10.81,57.65,0.58,113.52,NA,0,91.79,736.99,0
11-01-2019 00:00,299.15,456.33,115.16,203.99,202.34,79.1,15.77,3.05,14.01,12.6,178.12,NA,NA,NA,NA,11.07,60.09,0.34,188.62,NA,0,70.65,754.68,0
12-01-2019 00:00,317.02,468.64,105.89,208.14,197.02,83.54,10.37,3.25,15.66,11.02,165.27,NA,NA,NA,NA,12.44,57.42,0.39,193.51,NA,0,71.15,745.78,0
13-01-2019 00:00,249.28,369.09,36.98,122.72,94.72,83.61,16.64,2.11,20.68,8.64,73.89,NA,NA,NA,NA,13.5,58.84,0.45,117.15,NA,0,63.89,736.56,0.03
14-01-2019 00:00,88,146.54,5.75,65.46,39.35,57.55,19.28,0.94,25.94,8.07,38.97,NA,NA,NA,NA,10.55,49.08,1.08,81.75,NA,0,101.81,734.3,0.01
15-01-2019 00:00,155.32,244.17,22.55,85.36,61.43,64.57,24.17,1.72,24.03,10.96,86.59,NA,NA,NA,NA,8.64,54.49,0.93,100.72,NA,0,67.22,734.33,0
16-01-2019 00:00,276.5,470.42,97.96,196.59,184.41,79.81,20.97,3.47,10.45,14.58,139.58,NA,NA,NA,NA,9.96,59.16,0.35,172.17,NA,0,62.88,742.15,0
17-01-2019 00:00,334.59,531.95,100.34,184.87,176.62,81.37,23.31,3.22,20.74,10.1,115.68,NA,NA,NA,NA,10.96,59.64,0.42,161.21,NA,0,73.35,746.97,0.01
18-01-2019 00:00,209.31,383.49,36.71,112.44,89.72,71.91,24.84,2.43,19.58,13.45,131.19,NA,NA,NA,NA,10.2,63.66,0.58,132.33,NA,0,88.66,764.61,0
19-01-2019 00:00,246.64,462.72,48.61,112.36,96.22,77.28,21.43,2.07,23.2,12.87,154.21,NA,NA,NA,NA,12.56,57.97,0.46,136.39,NA,0,86.94,753.45,0
20-01-2019 00:00,314.29,497.16,94.62,187.84,168,75.93,19.18,4.31,43.9,11.78,208.17,NA,NA,NA,NA,15.64,55.37,0.37,165.03,NA,0,83.24,742.89,0
21-01-2019 00:00,142.66,258.34,40.46,115.4,94.34,68.22,18.75,1.75,11.5,9.08,51.34,NA,NA,NA,NA,14.33,62.61,0.96,166.06,NA,0,40.95,751.71,0.01
22-01-2019 00:00,52.51,77.99,12.48,69.27,46.13,59.65,21.95,0.99,14.1,3.64,28.16,NA,NA,NA,NA,11.74,76.36,0.84,148.11,NA,0,50.08,797.35,0.03
23-01-2019 00:00,172.07,248.81,47.79,105.26,94.94,64.03,21.88,2.08,12.86,10.41,95.62,NA,NA,NA,NA,10.81,75.07,0.53,146.1,NA,0,89.72,840.24,0.01
24-01-2019 00:00,128.12,216.84,25.73,85.32,65.9,58.3,20.75,1.28,14.61,7.69,43.69,NA,NA,NA,NA,12.51,64.42,0.74,120.56,NA,0,71.56,747.88,0.04
25-01-2019 00:00,NA,175.47,10.5,78.95,50.55,53.85,16.76,1.01,25.11,3.97,40.8,NA,NA,NA,NA,12.65,57.59,0.98,92.46,NA,0,123.9,734.13,0.08
26-01-2019 00:00,NA,161.66,3.17,55.67,32.05,48.75,17.89,0.84,32.17,3.36,13.13,NA,NA,NA,NA,9.96,54.62,0.77,75.19,NA,0,101.59,736.1,0.03
27-01-2019 00:00,140.12,194.09,6.61,95.04,55.88,49.13,23.33,0.95,25.86,7.26,21.06,NA,NA,NA,NA,8.5,56.15,0.81,74.11,NA,0,72.33,734.75,0.03
28-01-2019 00:00,121.87,183.28,11.91,149.68,89.31,50.41,19.46,1.03,25.97,6.95,35.15,NA,NA,NA,NA,9.42,49.98,1.01,82.77,NA,0,101.14,733.87,0.02
29-01-2019 00:00,133.92,205.54,21.79,117.2,80.1,51.87,23.54,1.65,24.33,10.43,68.45,NA,NA,NA,NA,10.18,49.25,0.79,105.17,NA,0,100.85,733.62,0.03
30-01-2019 00:00,225.35,338.17,45.65,157.5,120.55,66.73,24.81,2.54,22.32,12.82,117.42,NA,NA,NA,NA,10.6,51.49,0.55,117.26,NA,0,85.28,733.75,0
31-01-2019 00:00,201.66,319.96,68.15,170.18,146.03,63.25,25.82,2.27,17.41,10.73,103.25,NA,NA,NA,NA,12.47,51.69,0.8,149.14,NA,0,66.33,733.73,0.03
01-02-2019 00:00,183.72,260.45,16.6,95.51,64.12,62.42,28.25,1.38,20.23,9.55,54.25,NA,NA,NA,NA,12.52,62.29,0.78,120.8,NA,0,78.6,739.64,0.02
02-02-2019 00:00,181.03,250.83,4.44,40.14,24.85,54.94,26.72,1.25,16.16,12,73.16,NA,NA,NA,NA,9.02,75.51,1.05,74.73,NA,0,62.32,774.87,0.01
03-02-2019 00:00,140.61,201.88,5.94,38.48,25.2,47.92,28.86,1.24,17.44,7.15,36.49,NA,NA,NA,NA,10.14,75.45,0.76,80.77,NA,0,75.13,783.05,0.01
04-02-2019 00:00,171.38,268.25,45.03,89.93,84.54,47.54,27.01,2.19,20.02,9.4,68.48,NA,NA,NA,NA,11.47,67.39,0.64,114.28,NA,0,97.85,806.74,0.01
05-02-2019 00:00,302.91,479.51,129.7,155.78,185.48,54.1,28.37,3.26,23.84,12.42,205.04,NA,NA,NA,NA,14.57,61.02,0.41,174.14,NA,0,81.01,761.31,0
06-02-2019 00:00,169.12,249.04,8.11,26.62,20.77,36.38,22.55,1.4,16.82,8.68,50.99,NA,NA,NA,NA,16.15,65.93,0.87,149.7,NA,0,80.69,754.55,0.04
07-02-2019 00:00,62.36,110.58,2.8,16.73,11.11,30.48,17.59,0.79,17.15,4.15,22.56,NA,NA,NA,NA,13.04,74.63,1.64,133.19,NA,0,24.08,783.91,0.04
08-02-2019 00:00,78,151.94,14.54,41.56,33.96,37.11,22.33,0.98,18.74,8,50.79,NA,NA,NA,NA,11.11,62.05,0.82,103.93,NA,0,104.63,779.62,0.01
09-02-2019 00:00,80.53,159.2,20.6,53.85,45.25,51.55,27.47,1.01,25.85,8.45,74.62,NA,NA,NA,NA,10.89,58.42,1.03,107.2,NA,0,106.64,735.06,0.01
10-02-2019 00:00,153.71,256.45,44,68.11,72.09,62.99,26.32,1.39,26.19,10.98,63.11,NA,NA,NA,NA,11.27,60.13,0.59,117.85,NA,0,90.75,738.66,0
11-02-2019 00:00,188.74,319.47,100.15,82.16,124.46,71.32,32.41,2.01,28.49,13.22,104.41,NA,NA,NA,NA,12.19,61.27,0.48,135.41,NA,0,92.23,748.89,0
12-02-2019 00:00,221.64,377.08,112.94,109.78,149.45,82.51,31.77,2.14,27.74,12.13,169.06,NA,NA,NA,NA,14.07,61.2,0.38,152.36,NA,0,77.78,738.73,0
13-02-2019 00:00,177.05,308.89,101.16,109.97,140.96,79.27,32.76,1.98,28.93,10.21,109.53,NA,NA,NA,NA,15.74,58.66,0.48,148.32,NA,0,82.09,740.7,0.01
14-02-2019 00:00,147.77,226.86,29.98,93.95,74.4,75.93,28.88,1.3,14.56,7.15,45.13,NA,NA,NA,NA,14.67,66.03,0.93,142.65,NA,0,42.81,750.4,0.01
15-02-2019 00:00,135.8,208.1,35.38,72.14,67.21,67.14,26.65,1.13,16.05,7.96,40.2,NA,NA,NA,NA,13.79,67.53,0.84,109.6,NA,0,72.05,734.24,0.01
16-02-2019 00:00,111.16,178.26,10.32,51.81,35.88,54.89,18.26,0.98,17.3,7.88,49.32,NA,NA,NA,NA,12.28,73.47,1,78.74,NA,0,53.53,735.39,0.03
17-02-2019 00:00,107.47,175.46,17.03,59.15,45.18,53.82,24.1,1.13,22.73,8.37,36.49,NA,NA,NA,NA,12.91,66.11,0.9,91.45,NA,0,101.03,741.25,0.01
18-02-2019 00:00,101.72,184.08,31.93,80.8,69.01,53.19,23.31,1.12,20.04,5.39,27.1,NA,NA,NA,NA,15.73,53.91,0.86,135.52,NA,0,89.38,736,0.04
19-02-2019 00:00,139.71,256.18,65.96,85.36,99.17,68.54,28.94,1.8,24.06,8.79,62.05,NA,NA,NA,NA,15.51,65.75,0.5,136.55,NA,0,89.93,748.42,0
20-02-2019 00:00,101.73,214.05,67.49,82.96,99.14,65.64,20.77,1.49,17.78,8.86,60.23,NA,NA,NA,NA,15.55,67.7,0.54,146.93,NA,0,34.52,735.06,0.01
21-02-2019 00:00,63.15,182.97,70.45,67.61,93.4,55.17,36.97,2.14,21.93,7.89,59.56,NA,NA,NA,NA,18.64,56.32,0.59,162.32,NA,0,98.83,734.34,0
22-02-2019 00:00,66.33,127.64,11.05,37.4,28.9,49.58,15.03,1.6,21.31,6.43,31.09,NA,NA,NA,NA,16.03,61.58,1.17,85.12,NA,0,96.75,736.62,0.02
23-02-2019 00:00,55.59,110.36,5.3,41.68,26.49,39.82,26.66,1.56,29.4,6.03,17,NA,NA,NA,NA,13.59,52.57,1.15,81.58,NA,0,109.63,733.61,0.02
24-02-2019 00:00,88.22,155.02,12.88,53.22,38.81,44.14,33.86,1.76,30.52,5.99,38.32,NA,NA,NA,NA,14.63,50.46,0.62,100.76,NA,0,105.86,733.59,0.01
