Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
01-01-2021 00:00,567.88,647.44,163.75,113.9,194.08,57.31,13.08,4.95,68.9,8.65,24.96,NA,NA,NA,NA,9.42,78.97,0.33,148.47,NA,0,42.12,735.82,0
02-01-2021 00:00,349.83,444.3,60.81,101.37,103.5,51.87,8.25,2.58,8.23,6.47,18.8,NA,NA,NA,NA,12.13,69.65,0.35,109.16,NA,0,27.93,735.82,0
03-01-2021 00:00,152.26,190.16,31.99,67.07,61.75,49.04,6.08,1.5,7.33,3.64,11.48,NA,NA,NA,NA,12.91,83.24,0.41,119.19,NA,0,20.58,735.81,0
04-01-2021 00:00,105.57,141.02,35.35,62.8,62.23,43,9.96,1.46,13.16,3.59,12.6,NA,NA,NA,NA,15.36,86.61,0.58,96.38,NA,0,51.16,735.8,0.01
05-01-2021 00:00,68.25,83.47,39.18,52.13,59.66,32.65,8.09,1.38,10.96,3.03,12.25,NA,NA,NA,NA,15.35,88.46,0.36,115.35,NA,0,29.01,735.84,0.01
06-01-2021 00:00,154.76,207.77,49.22,52.81,68.22,38.7,8.73,1.7,29.29,6.31,20.17,NA,NA,NA,NA,15.46,89.98,0.45,93.33,NA,0,29.93,735.84,0
07-01-2021 00:00,106.55,168.89,12.99,39.17,31.42,31.89,6.19,1.32,36.31,2.72,8.29,NA,NA,NA,NA,14.66,83.96,0.55,74.33,NA,0,49.29,735.79,0
08-01-2021 00:00,144.88,225.08,17.95,47.48,39.88,29.15,8.52,1.22,32.09,3.5,14.09,NA,NA,NA,NA,12.03,85.23,0.47,90.45,NA,0,35.13,735.81,0
09-01-2021 00:00,136.31,206.2,11.85,43.73,32.92,36.29,12.63,1.15,43.3,4.14,10.42,NA,NA,NA,NA,13.86,81.84,0.74,79.12,NA,0,48.6,735.76,0
10-01-2021 00:00,117.4,162.55,6.17,37.4,24.93,41.37,5.73,0.95,87.22,2.64,5.63,NA,NA,NA,NA,10.02,76.77,1.05,81.11,NA,0,92.6,735.7,0
11-01-2021 00:00,153.78,190.9,7.06,45.71,30.06,41.26,5.32,1.24,80.39,4.76,9.51,NA,NA,NA,NA,9.43,81.85,0.78,78.57,NA,0,84.9,735.69,0
12-01-2021 00:00,164.7,244.55,30.25,57.11,55.04,44.07,6.94,1.74,43.59,6.5,14.91,NA,NA,NA,NA,9.18,83.68,0.59,108.22,NA,0,72.53,735.72,0
13-01-2021 00:00,261.66,353.67,47.27,70.62,76.1,40.46,12.17,2.17,45.41,5.88,17.81,NA,NA,NA,NA,9.6,80.82,0.5,132.92,NA,0,78.72,735.74,0
14-01-2021 00:00,478.73,628.21,93.73,111.21,135.56,47.48,8.77,3.58,27.93,6.34,23.11,NA,NA,NA,NA,10,81.91,0.45,156.34,NA,0,60.59,735.82,0
15-01-2021 00:00,580.44,662.74,115.03,115.39,155.15,52.99,9.45,4.21,29.03,7.73,23.92,NA,NA,NA,NA,12.04,82.86,0.42,141.45,NA,0,60.6,735.86,0
16-01-2021 00:00,217.06,305.84,29.42,74.88,63.81,46.56,6.59,2.23,29.62,7.98,23.19,NA,NA,NA,NA,10.09,83.56,0.5,89.12,NA,0,71.23,735.81,0
17-01-2021 00:00,213.9,225.17,12.22,65.92,45.03,42.18,8.77,1.96,32.79,4.36,10.34,NA,NA,NA,NA,9.52,82.39,0.69,127.38,NA,0,71.38,735.81,0.01
18-01-2021 00:00,265.05,208.08,94.71,111.44,109.25,39.98,11.93,2.58,33.91,4.39,11.99,NA,NA,NA,NA,10.29,78.54,0.46,138.65,NA,0,46.26,735.81,0
19-01-2021 00:00,275.42,NA,108.39,96.22,139.52,51.66,18.02,3.35,27.91,8.05,20.38,NA,NA,NA,NA,NA,87.99,0.68,111.1,NA,0,34.57,725.1,0
20-01-2021 00:00,80.82,164.93,5.05,52.43,31.99,40.69,8.1,1.32,61.33,6.51,12.53,NA,NA,NA,NA,9.08,85.2,1.07,63.82,NA,0,78.16,722.06,0
21-01-2021 00:00,81,85,43.55,90,83.37,38.16,13.91,2.29,66.28,9.45,18.75,NA,NA,NA,NA,12.8,72.71,0.86,106.31,NA,0,85.55,735.81,0
22-01-2021 00:00,159.62,282.7,121.47,139.4,162.04,44.39,10.1,2.77,28.93,7.67,23.3,NA,NA,NA,NA,11.44,81.1,0.42,152.59,NA,0,76.84,735.82,0
23-01-2021 00:00,103.65,239.83,13.77,77.56,52.48,38.5,5,2,37.14,3.77,9.46,NA,NA,NA,NA,12.22,77.05,0.66,124.65,NA,0,78.36,735.81,0.01
24-01-2021 00:00,140.21,324.78,22.98,72.22,57.15,41.55,6.32,1.75,24.65,5.2,12.98,NA,NA,NA,NA,10.73,87.94,0.54,86.01,NA,0,23.72,735.8,0
25-01-2021 00:00,113.15,265.83,25.22,68.53,57.01,34.29,9.21,1.99,56.77,3.6,10.46,NA,NA,NA,NA,10.56,80.06,0.63,102.94,NA,0,67.41,735.78,0
26-01-2021 00:00,131.36,312.6,20.01,67.93,52.26,36.24,11.08,2.17,67.83,5.27,13.77,NA,NA,NA,NA,11.77,73.76,0.46,115.03,NA,0,80.87,735.82,0
27-01-2021 00:00,130.73,311.77,29.08,84.65,68.72,36.52,11.86,2.59,64.86,6.97,14.03,NA,NA,NA,NA,12.26,68.23,0.59,125.68,NA,0,86.41,735.82,0
28-01-2021 00:00,179.49,430.71,66.19,124.19,120.01,42.08,18.23,2.79,51.45,6.44,21.59,NA,NA,NA,NA,11.8,73.78,0.42,142.91,NA,0,71.85,735.82,0
29-01-2021 00:00,156.03,371.01,25.4,90.93,69.07,38.68,12.93,2.61,36.23,7.49,19.96,NA,NA,NA,NA,12.24,71.38,0.58,106.57,NA,0,80.65,735.81,0
