datetime,station,year,month,day,dayofweek,pm2.5,pm10,no,no2,nox,nh3,so2,co,ozone
2023-11-04,ITO,2023,11,4,5,264.8298611,327.65625,89.41805556,175.1486111,165.8621528,66.246875,8.893055556,3.422777778,17.459375
2023-11-05,ITO,2023,11,5,6,270.3472222,337.8506944,81.89652778,157.9913194,150.6159722,61.31770833,6.453623188,3.290104167,21.08888889
2023-11-06,ITO,2023,11,6,0,203.7708333,263.8923611,126.5302083,263.2274306,244.0371528,83.12986111,14.134375,4.195104167,21.20451389
2023-11-07,ITO,2023,11,7,1,276.7246377,378.9311594,101.8673611,212.9743056,196.0993056,73.29791667,11.40034722,3.932256944,29.91388889
2023-11-08,ITO,2023,11,8,2,324.8159722,458.0,92.52743056,179.5777778,170.7479167,69.47013889,11.98090278,3.543333333,22.30178571
2023-11-09,ITO,2023,11,9,3,381.7395833,508.5451389,81.77326389,146.4239583,144.3534722,59.63819444,10.13125,3.531145833,6.060714286
2023-11-10,ITO,2023,11,10,4,154.9027778,203.15625,48.81284722,67.99479167,75.84652778,37.63368056,9.743402778,1.430833333,7.382638889
2023-11-11,ITO,2023,11,11,5,110.2847222,159.9340278,38.07753623,54.20326087,59.79275362,29.86992754,4.931578947,1.148115942,27.82717391
2023-11-12,ITO,2023,11,12,6,192.5729167,204.6630435,38.8,75.44513889,71.67916667,32.92361111,13.10902778,1.379583333,18.87743056
2023-11-13,ITO,2023,11,13,0,395.7142857,427.2291667,58.01388889,132.1704861,117.4652778,47.12083333,14.41319444,2.418645833,23.61875
2023-11-14,ITO,2023,11,14,1,270.2717391,334.0217391,64.42717391,155.6478261,135.1673913,54.47282609,29.28368056,2.462717391,29.08958333
2023-11-15,ITO,2023,11,15,2,291.5347222,359.2048611,67.275,117.4678571,117.1761905,32.47440476,19.27847222,2.239055556,33.06145833
2023-11-16,ITO,2023,11,16,3,360.2083333,448.28125,91.48229167,163.8125,160.7923611,41.50902778,14.359375,2.064824561,33.16770833
2023-11-17,ITO,2023,11,17,4,215.5595238,304.797619,125.4288889,257.6555556,239.0244444,56.34388889,49.68009259,3.261410256,22.85526316
2023-11-18,ITO,2023,11,18,5,184.3368056,251.2951389,65.31666667,152.6760417,135.2027778,35.83368056,7.764583333,2.155798611,54.55486111
2023-11-19,ITO,2023,11,19,6,154.9444444,225.8541667,95.078125,210.4170139,189.2225694,45.36701389,10.75625,2.610104167,50.06805556
2023-11-20,ITO,2023,11,20,0,170.0763889,264.2673611,95.05347222,208.3451389,189.2826389,53.47569444,14.16631944,2.916631944,57.40729167
2023-11-21,ITO,2023,11,21,1,208.6875,294.3958333,39.26557971,77.97246377,73.40289855,31.20181159,12.340625,1.6678125,34.55243056
2023-11-22,ITO,2023,11,22,2,180.8854167,257.4791667,50.60138889,108.0722222,98.61770833,30.37222222,13.90347222,2.2375,36.25798611
2023-11-23,ITO,2023,11,23,3,195.8368056,284.2291667,107.0399306,260.3114583,226.2017361,59.12430556,17.73368056,3.702152778,25.496875
2023-11-24,ITO,2023,11,24,4,216.0069444,322.6423611,130.7461806,279.7393939,251.7742754,73.17430556,13.67430556,4.119340278,32.76493056
2023-11-25,ITO,2023,11,25,5,228.0,310.78125,76.81458333,184.3420139,161.5611111,48.73506944,13.425,1.1325,26.96284722
2023-11-26,ITO,2023,11,26,6,292.9756944,380.1458333,126.059375,276.4609848,252.2032609,72.01423611,15.57604167,0.250520833,19.31354167
2023-11-27,ITO,2023,11,27,0,315.2847222,377.6666667,70.10381944,129.0784722,125.6538194,50.52881944,11.45034722,0.2703125,10.83368056
2023-11-28,ITO,2023,11,28,1,257.8809524,292.8901515,31.26631944,17.26909722,34.52465278,19.40833333,13.27013889,0.967916667,9.276736111
2023-11-29,ITO,2023,11,29,2,184.2951389,263.4548611,55.02256944,73.40381944,83.77777778,48.00694444,10.89409722,2.969513889,11.28645833
2023-11-30,ITO,2023,11,30,3,231.7708333,326.5416667,66.18993056,98.096875,105.9913194,62.54236111,12.98194444,3.367604167,10.26111111
2023-12-01,ITO,2023,12,1,4,237.9826389,319.5451389,37.43020833,33.10659722,47.98923611,26.45069444,15.17743056,1.736631944,18.52569444
2023-12-02,ITO,2023,12,2,5,160.8923611,242.1284722,48.15208333,56.87569444,69.39166667,38.85347222,12.35659722,2.158055556,16.83506944
2023-12-03,ITO,2023,12,3,6,139.6354167,210.3333333,44.54826389,53.37361111,64.59965278,35.13888889,11.54236111,1.942777778,18.70069444
2023-12-04,ITO,2023,12,4,0,143.8645833,218.25,42.01631944,44.85277778,58.09618056,32.528125,11.97013889,1.841805556,18.08888889
2023-12-05,ITO,2023,12,5,1,119.1231884,186.8876812,34.27424242,29.53787879,43.56704545,21.14734848,25.540625,1.320795455,23.05606061
2023-12-06,ITO,2023,12,6,2,152.0486111,219.2256944,37.65,56.13988095,60.2577381,20.69404762,13.17604167,1.675297619,39.38452381
2023-12-07,ITO,2023,12,7,3,190.0625,268.2222222,44.171875,78.68472222,77.70034722,27.2375,15.78680556,2.087673611,22.44375
2023-12-08,ITO,2023,12,8,4,175.9375,256.5555556,44.925,82.51701389,80.31736111,26.96770833,13.07326389,2.021284722,25.14166667
2023-12-09,ITO,2023,12,9,5,174.115942,247.0434783,37.26319444,59.68125,62.03368056,21.25208333,12.17465278,1.623090278,27.63958333
2023-12-10,ITO,2023,12,10,6,168.9409722,239.8680556,39.31041667,67.62569444,67.75729167,22.234375,16.03611111,1.793090278,24.41111111
2023-12-11,ITO,2023,12,11,0,175.1770833,270.5868056,59.790625,147.8875,127.2788194,41.02534722,15.88993056,2.911840278,21.20625
2023-12-12,ITO,2023,12,12,1,235.2604167,343.1319444,78.94270833,212.3232639,177.1121528,57.35729167,13.95277778,3.381701389,13.13611111
2023-12-13,ITO,2023,12,13,2,307.5705128,424.3717949,68.26987179,168.7467949,146.8416667,46.31217949,41.80595238,2.662777778,11.13205128
2023-12-14,ITO,2023,12,14,3,307.5705128,424.3717949,68.26987179,168.7467949,146.8416667,46.31217949,41.80595238,2.662777778,11.13205128
2023-12-15,ITO,2023,12,15,4,307.5705128,424.3717949,68.26987179,168.7467949,146.8416667,46.31217949,41.80595238,2.662777778,11.13205128
2023-12-16,ITO,2023,12,16,5,238.1666667,366.5166667,80.11145833,225.7552083,185.2135417,59.26666667,33.625,3.207395833,13.32395833
2023-12-17,ITO,2023,12,17,6,229.9722222,312.4027778,48.25798611,108.3763889,96.86805556,33.66805556,22.78333333,1.278576389,20.37222222
2023-12-18,ITO,2023,12,18,0,168.1701389,235.3680556,31.55277778,41.20104167,47.31770833,18.61840278,18.15902778,0.824270833,18.71666667
2023-12-19,ITO,2023,12,19,1,146.1284722,218.6666667,35.91354167,51.93194444,56.81909722,20.921875,14.39826389,1.532118056,38.78194444
2023-12-20,ITO,2023,12,20,2,175.1875,254.4756944,41.37395833,73.99236111,72.98854167,26.67777778,13.94652778,1.871944444,21.43125
2023-12-21,ITO,2023,12,21,3,286.5381944,390.6979167,58.284375,133.3430556,118.3197917,53.39930556,14.82916667,2.8084375,18.40416667
2023-12-22,ITO,2023,12,22,4,398.6875,533.9236111,66.32608696,162.5449275,140.384058,88.98985507,11.9780303,3.781413043,16.54673913
2023-12-23,ITO,2023,12,23,5,345.75,448.0615942,53.16022727,132.7761364,113.8409091,74.26401515,35.71979167,3.876590909,12.54270833
2023-12-24,ITO,2023,12,24,6,330.2256944,427.0729167,29.93958333,72.24131944,62.77361111,43.47986111,10.83159722,4.327938596,18.290625
2023-12-25,ITO,2023,12,25,0,255.7986111,328.2951389,19.11111111,32.09548611,32.60590278,24.04826389,18.18015873,1.948368056,19.28229167
2023-12-26,ITO,2023,12,26,1,283.4270833,374.0138889,23.49027778,48.8875,45.10590278,32.01458333,16.4375,2.572152778,16.34583333
2023-12-27,ITO,2023,12,27,2,296.3478261,395.4710145,18.94340278,33.13298611,33.034375,25.36770833,14.10486111,1.600208333,10.55694444
2023-12-28,ITO,2023,12,28,3,236.6909722,318.2361111,15.21376812,19.75797101,22.88297101,18.12427536,16.97644928,1.461736111,16.72391304
2023-12-29,ITO,2023,12,29,4,265.8125,371.0,16.98506944,25.37534722,27.30347222,20.09027778,13.08514493,1.846770833,11.77638889
2023-12-30,ITO,2023,12,30,5,268.8106061,371.3560606,13.92326389,16.40625,20.04305556,13.47534722,19.74930556,1.5678125,12.09479167
2023-12-31,ITO,2023,12,31,6,220.21875,309.6805556,15.359375,21.47083333,23.90763889,17.371875,17.25625,1.460590278,8.917708333
2024-01-01,ITO,2024,1,1,0,167.55,245.29,13.29,15.86,19.24,15.57,17.65,1.01,17.95
2024-01-02,ITO,2024,1,2,1,171.36,243.84,13.88,18.87,21.32,23.65,22.77,1.17,39.83
2024-01-03,ITO,2024,1,3,2,190.08,246.87,14.08,20.31,22.25,25.45,17.37,1.59,18.77
2024-01-04,ITO,2024,1,4,3,208.13,281.76,13.83,19.48,21.61,25.87,14.7,1.35,15.9
2024-01-05,ITO,2024,1,5,4,112.62,193.48,13.67,17.92,20.64,26.46,14.94,1.12,15.9
2024-01-06,ITO,2024,1,6,5,114.73,178.58,13.33,17.96,20.4,25.86,15.02,0.94,14.82
2024-01-07,ITO,2024,1,7,6,119.95,192.43,13.41,18.45,20.73,26.23,12.85,0.5,31.53
2024-01-08,ITO,2024,1,8,0,175.16,285.76,15.77,26.68,27.0,32.67,13.76,1.43,14.46
2024-01-09,ITO,2024,1,9,1,110.67,156.41,12.66,15.56,18.57,23.02,12.91,1.13,14.71
2024-01-10,ITO,2024,1,10,2,108.25,163.72,12.73,16.17,18.95,23.82,13.1,1.26,35.46
2024-01-11,ITO,2024,1,11,3,159.13,224.01,13.0,18.62,20.47,27.39,7.91,1.68,50.91
2024-01-12,ITO,2024,1,12,4,148.46,214.13,14.65,24.64,25.01,32.77,13.49,1.87,25.93
2024-01-13,ITO,2024,1,13,5,310.19,433.02,20.0,43.27,39.28,49.56,12.6,3.43,19.7
2024-01-14,ITO,2024,1,14,6,303.69,394.02,17.96,36.78,34.17,42.6,15.47,2.92,23.92
2024-01-15,ITO,2024,1,15,0,250.29,315.01,15.75,29.61,28.55,36.0,15.78,2.18,23.93
2024-01-16,ITO,2024,1,16,1,272.77,343.22,19.41,39.03,36.54,44.37,13.3,2.26,19.01
2024-01-17,ITO,2024,1,17,2,203.11,263.92,14.18,22.61,23.56,29.3,13.79,1.31,25.35
2024-01-18,ITO,2024,1,18,3,197.12,258.34,14.92,25.81,25.85,31.88,11.87,1.09,29.95
2024-01-19,ITO,2024,1,19,4,224.86,288.74,17.26,35.2,32.76,30.3,37.09,0.85,28.86
2024-01-20,ITO,2024,1,20,5,198.56,249.62,22.41,52.26,46.02,29.64,24.39,1.78,31.33
2024-01-21,ITO,2024,1,21,6,155.02,213.72,22.41,49.87,44.74,27.73,15.21,1.68,30.01
2024-01-22,ITO,2024,1,22,0,89.26,133.62,22.0,48.41,43.62,26.6,16.25,1.57,34.6
2024-01-23,ITO,2024,1,23,1,221.71,295.16,18.47,32.11,32.09,26.51,15.77,1.73,35.69
2024-01-24,ITO,2024,1,24,2,178.14,245.93,21.61,41.8,39.8,27.35,13.55,1.89,32.51
2024-01-25,ITO,2024,1,25,3,168.36,221.09,26.21,69.46,58.25,31.25,14.43,2.22,34.76
2024-01-26,ITO,2024,1,26,4,268.99,333.99,40.16,135.02,104.47,44.3,18.35,3.44,37.03
2024-01-27,ITO,2024,1,27,5,149.2,190.71,34.54,102.21,82.45,34.21,14.69,2.15,42.84
2024-01-28,ITO,2024,1,28,6,233.8,276.17,47.7,169.87,129.14,46.01,16.18,2.39,28.7
2024-01-29,ITO,2024,1,29,0,186.45,228.91,24.92,52.83,48.36,29.9,17.4,0.58,30.48
2024-01-30,ITO,2024,1,30,1,214.25,260.27,29.54,67.84,60.11,33.96,16.03,1.86,26.86
2024-01-31,ITO,2024,1,31,2,215.23,280.19,32.29,78.67,68.1,30.85,20.76,2.29,25.21
2024-02-01,ITO,2024,2,1,3,109.37,139.53,24.78,38.39,40.52,19.8,11.25,1.14,23.35
2024-02-02,ITO,2024,2,2,4,76.91,99.19,23.29,36.15,38.13,19.47,13.15,1.3,24.5
2024-02-03,ITO,2024,2,3,5,76.61,110.72,23.46,40.21,40.43,19.96,17.64,1.55,28.0
2024-02-04,ITO,2024,2,4,6,109.94,138.05,30.51,64.23,58.96,23.1,16.83,1.61,22.69
2024-02-05,ITO,2024,2,5,0,61.89,82.75,21.47,16.0,25.92,11.97,19.8,0.87,24.41
2024-02-06,ITO,2024,2,6,1,52.27,74.11,21.61,23.99,30.17,11.54,15.88,1.04,35.98
2024-02-07,ITO,2024,2,7,2,63.07,88.98,19.61,15.57,23.16,9.1,12.42,0.82,57.36
2024-02-08,ITO,2024,2,8,3,54.32,75.43,18.48,10.73,19.22,8.07,19.81,0.77,65.19
2024-02-09,ITO,2024,2,9,4,73.03,100.51,25.64,43.15,43.64,12.76,18.86,1.8,66.34
2024-02-10,ITO,2024,2,10,5,170.59,206.92,38.04,105.18,86.2,21.02,16.61,2.25,53.43
2024-02-11,ITO,2024,2,11,6,128.41,153.13,27.35,45.18,45.58,13.02,19.55,1.76,57.05
2024-02-12,ITO,2024,2,12,0,126.6,154.28,28.14,48.65,48.36,13.76,18.82,1.81,40.04
2024-02-13,ITO,2024,2,13,1,158.16,178.33,35.11,79.71,70.91,17.85,12.79,2.76,39.28
2024-02-14,ITO,2024,2,14,2,138.54,143.77,28.45,44.32,46.58,11.77,12.58,1.8,51.88
2024-02-15,ITO,2024,2,15,3,123.1,195.78,27.1,36.35,40.66,8.82,16.71,1.53,46.61
2024-02-16,ITO,2024,2,16,4,141.29,225.32,28.85,48.25,48.93,17.09,11.14,1.84,45.62
2024-02-17,ITO,2024,2,17,5,134.6,213.48,32.34,72.29,64.21,27.77,21.77,1.97,42.57
2024-02-18,ITO,2024,2,18,6,147.93,243.59,40.28,119.24,96.14,38.47,16.48,2.22,31.26
2024-02-19,ITO,2024,2,19,0,110.81,199.15,27.79,30.43,38.75,16.4,11.82,1.16,36.27
2024-02-20,ITO,2024,2,20,1,169.92,246.18,31.96,41.22,47.88,19.85,13.33,2.02,19.87
2024-02-21,ITO,2024,2,21,2,110.64,192.63,27.77,25.49,35.87,12.97,13.3,0.92,37.45
2024-02-22,ITO,2024,2,22,3,66.98,139.81,27.92,22.35,34.23,12.55,11.43,0.87,54.0
2024-02-23,ITO,2024,2,23,4,66.27,129.56,22.1,35.62,36.71,16.23,11.11,1.11,30.5
2024-02-24,ITO,2024,2,24,5,96.75,188.15,14.43,96.54,63.09,27.5,9.36,1.95,27.92
2024-02-25,ITO,2024,2,25,6,91.79,167.25,12.92,77.05,51.5,25.56,13.34,1.56,29.51
2024-02-26,ITO,2024,2,26,0,81.32,160.46,12.68,75.95,50.67,26.43,11.32,1.78,28.21
2024-02-27,ITO,2024,2,27,1,69.27,118.68,11.33,52.22,36.97,20.33,10.51,1.12,25.56
2024-02-28,ITO,2024,2,28,2,62.74,112.06,10.88,41.12,30.67,17.99,8.28,1.12,29.04
2024-02-29,ITO,2024,2,29,3,70.64,128.8,12.58,55.79,39.88,20.43,9.64,1.43,32.21
2024-03-01,ITO,2024,3,1,4,108.55,194.53,16.38,123.24,78.87,29.36,14.36,1.76,29.09
2024-03-02,ITO,2024,3,2,5,55.22,85.83,13.02,47.97,36.05,14.86,11.98,0.85,17.03
2024-03-03,ITO,2024,3,3,6,57.95,134.93,12.14,41.38,31.84,15.77,10.83,0.79,23.55
2024-03-04,ITO,2024,3,4,0,49.95,107.65,11.98,50.53,36.59,17.75,7.4,0.9,37.03
2024-03-05,ITO,2024,3,5,1,53.6,107.64,10.36,35.49,27.2,16.74,11.35,0.78,39.25
2024-03-06,ITO,2024,3,6,2,67.53,117.87,10.15,36.41,27.6,18.07,12.89,0.93,40.33
2024-03-07,ITO,2024,3,7,3,84.36,156.65,12.18,70.11,47.18,22.68,13.14,1.22,31.77
2024-03-08,ITO,2024,3,8,4,63.66,121.59,11.74,47.66,34.81,17.76,14.23,0.91,33.61
2024-03-09,ITO,2024,3,9,5,57.72,102.44,11.57,38.89,30.01,14.82,9.83,0.86,39.32
2024-03-10,ITO,2024,3,10,6,88.17,150.74,12.83,53.29,38.75,17.08,13.18,1.17,35.59
2024-03-11,ITO,2024,3,11,0,96.54,168.61,13.54,72.99,49.82,21.63,10.71,1.25,30.93
2024-03-12,ITO,2024,3,12,1,89.73,155.2,11.35,51.31,35.13,17.52,11.93,1.01,33.36
2024-03-13,ITO,2024,3,13,2,80.01,138.17,12.45,69.86,47.1,23.6,12.06,1.31,28.65
2024-03-14,ITO,2024,3,14,3,47.43,104.81,12.62,78.98,50.71,24.08,11.11,1.2,30.89
2024-03-15,ITO,2024,3,15,4,35.78,83.25,11.27,46.66,32.62,16.98,10.56,0.82,34.81
2024-03-16,ITO,2024,3,16,5,69.61,137.88,11.19,56.64,37.85,19.8,16.31,1.03,38.56
2024-03-17,ITO,2024,3,17,6,76.35,135.69,11.95,52.24,36.07,16.74,13.11,0.96,36.7
2024-03-18,ITO,2024,3,18,0,90.04,154.84,10.73,50.83,34.22,21.04,14.15,1.13,33.03
2024-03-19,ITO,2024,3,19,1,103.46,183.88,12.84,70.87,46.93,21.03,14.22,1.33,34.6
2024-03-20,ITO,2024,3,20,2,101.85,187.54,14.07,90.29,59.38,26.41,13.56,1.57,31.38
2024-03-21,ITO,2024,3,21,3,99.09,173.78,13.25,77.93,52.12,22.89,10.56,1.35,14.0
2024-03-22,ITO,2024,3,22,4,118.42,188.47,12.48,63.99,43.3,21.71,13.22,1.67,25.23
2024-03-23,ITO,2024,3,23,5,126.32,199.66,13.23,84.35,54.84,23.82,15.29,1.3,33.16
2024-03-24,ITO,2024,3,24,6,84.96,166.42,10.71,55.01,36.6,22.42,13.52,1.12,26.23
2024-03-25,ITO,2024,3,25,0,116.98,145.39,10.0,51.33,32.84,19.7,13.38,1.05,32.32
2024-03-26,ITO,2024,3,26,1,90.52,131.24,11.22,49.29,33.76,18.34,10.99,0.98,38.2
2024-03-27,ITO,2024,3,27,2,73.5,133.51,11.2,70.12,45.87,25.74,17.08,1.16,32.69
2024-03-28,ITO,2024,3,28,3,66.42,131.67,13.38,50.37,36.83,13.08,19.2,0.91,39.95
2024-03-29,ITO,2024,3,29,4,67.69,134.29,11.94,62.52,42.95,24.2,15.83,1.17,30.71
2024-03-30,ITO,2024,3,30,5,75.44,166.52,15.2,70.34,49.02,19.39,12.99,1.46,34.33
2024-03-31,ITO,2024,3,31,6,105.04,153.13,13.79,65.72,44.71,18.58,18.85,1.12,34.72
2024-04-01,ITO,2024,4,1,0,43.03,77.79,12.8,44.58,32.9,15.84,9.39,0.72,34.23
2024-04-02,ITO,2024,4,2,1,37.17,66.03,14.19,47.79,36.41,13.6,14.65,0.92,36.24
2024-04-03,ITO,2024,4,3,2,51.27,72.77,14.94,74.4,48.48,18.24,17.04,1.3,34.89
2024-04-04,ITO,2024,4,4,3,42.11,60.71,13.4,52.29,38.36,16.68,10.37,1.1,36.03
2024-04-05,ITO,2024,4,5,4,52.94,76.35,11.32,41.52,31.22,18.73,15.16,0.89,31.92
2024-04-06,ITO,2024,4,6,5,53.89,77.77,10.78,36.19,27.89,18.09,12.36,0.85,38.79
2024-04-07,ITO,2024,4,7,6,57.36,78.54,11.8,62.08,42.09,22.85,12.51,1.2,35.45
2024-04-08,ITO,2024,4,8,0,64.31,95.47,11.99,63.93,41.32,21.97,16.19,1.17,32.65
2024-04-09,ITO,2024,4,9,1,102.14,152.2,13.78,94.25,61.3,28.69,20.37,1.66,25.02
2024-04-10,ITO,2024,4,10,2,89.52,154.18,16.72,95.32,62.75,23.69,19.78,1.7,44.02
2024-04-11,ITO,2024,4,11,3,84.27,153.32,15.06,98.97,64.82,27.6,15.79,1.46,39.94
2024-04-12,ITO,2024,4,12,4,102.84,186.98,15.43,94.6,62.69,27.21,22.21,1.91,30.47
2024-04-13,ITO,2024,4,13,5,67.58,126.0,17.06,88.97,61.17,21.31,10.84,1.06,22.75
2024-04-14,ITO,2024,4,14,6,64.48,116.3,18.92,62.91,48.85,9.4,9.95,1.07,11.66
2024-04-15,ITO,2024,4,15,0,95.47,170.2,17.33,80.65,56.84,20.23,7.93,1.73,24.12
2024-04-16,ITO,2024,4,16,1,70.96,134.63,15.93,73.8,51.51,17.75,9.77,0.95,24.93
2024-04-17,ITO,2024,4,17,2,29.63,85.14,14.93,47.4,37.18,13.83,13.04,0.74,33.82
2024-04-18,ITO,2024,4,18,3,40.55,123.67,14.98,59.72,43.81,16.73,11.11,1.01,26.66
2024-04-19,ITO,2024,4,19,4,43.58,142.84,16.97,79.82,56.24,17.56,14.65,1.3,19.57
2024-04-20,ITO,2024,4,20,5,51.25,144.88,15.71,59.23,44.27,14.72,12.87,1.26,28.86
2024-04-21,ITO,2024,4,21,6,38.66,87.94,18.86,67.82,51.33,11.5,12.73,1.07,39.03
2024-04-22,ITO,2024,4,22,0,35.68,96.3,17.26,55.88,43.3,12.46,11.62,1.39,36.49
2024-04-23,ITO,2024,4,23,1,60.34,177.67,15.94,75.83,53.29,18.39,13.75,1.34,32.77
2024-04-24,ITO,2024,4,24,2,52.32,119.1,18.49,68.84,50.81,10.98,13.11,1.38,34.22
2024-04-25,ITO,2024,4,25,3,68.36,162.65,18.1,80.37,56.63,14.4,16.31,1.87,31.93
2024-04-26,ITO,2024,4,26,4,54.65,157.62,18.14,81.44,57.7,15.78,10.68,1.36,33.42
2024-04-27,ITO,2024,4,27,5,46.99,158.23,16.42,59.38,43.65,13.43,10.5,1.04,39.46
2024-04-28,ITO,2024,4,28,6,54.27,105.53,13.89,50.87,37.97,16.95,18.32,1.15,40.19
2024-04-29,ITO,2024,4,29,0,73.35,178.47,15.88,78.94,54.73,18.42,20.4,1.3,47.83
2024-04-30,ITO,2024,4,30,1,51.11,122.49,15.1,61.75,44.44,16.86,17.09,1.04,43.51
2024-05-01,ITO,2024,5,1,2,49.96,129.84,16.89,47.6,38.25,8.23,18.37,0.81,48.32
2024-05-02,ITO,2024,5,2,3,58.47,118.01,16.71,51.24,40.7,10.38,17.13,1.01,51.07
2024-05-03,ITO,2024,5,3,4,95.04,175.28,12.88,44.73,33.66,17.61,18.43,1.08,45.3
2024-05-04,ITO,2024,5,4,5,124.83,209.04,13.31,61.83,43.7,21.87,21.48,1.98,40.48
2024-05-05,ITO,2024,5,5,6,126.63,221.49,12.94,67.06,46.18,22.61,19.55,1.58,44.35
2024-05-06,ITO,2024,5,6,0,93.96,202.95,12.98,49.23,36.32,19.31,17.98,1.54,45.9
2024-05-07,ITO,2024,5,7,1,135.88,266.15,14.76,73.35,50.72,21.25,15.98,1.8,48.24
2024-05-08,ITO,2024,5,8,2,77.12,163.85,14.18,55.36,40.04,17.24,13.78,1.22,24.28
2024-05-09,ITO,2024,5,9,3,66.73,104.46,12.65,56.13,38.05,13.56,26.84,1.2,33.85
2024-05-10,ITO,2024,5,10,4,98.46,130.31,14.37,57.62,42.29,13.19,14.04,1.16,40.98
2024-05-11,ITO,2024,5,11,5,80.24,131.93,13.8,22.18,22.77,13.08,10.82,0.98,63.28
2024-05-12,ITO,2024,5,12,6,86.09,117.85,14.42,29.74,27.55,21.51,15.21,1.38,51.54
2024-05-13,ITO,2024,5,13,0,102.42,137.89,16.02,33.1,30.62,25.55,19.25,1.72,58.38
2024-05-14,ITO,2024,5,14,1,109.11,139.66,16.41,49.85,39.8,30.16,11.96,1.43,39.19
2024-05-15,ITO,2024,5,15,2,116.4,152.19,14.53,112.42,71.2,15.55,19.75,1.83,69.17
2024-05-16,ITO,2024,5,16,3,109.61,151.02,13.65,78.93,51.95,21.57,14.68,1.38,77.33
2024-05-17,ITO,2024,5,17,4,90.45,123.61,13.19,46.95,34.83,25.34,9.57,1.66,58.86
2024-05-18,ITO,2024,5,18,5,114.46,155.25,13.4,43.23,33.67,24.48,16.47,0.83,42.0
2024-05-19,ITO,2024,5,19,6,115.09,154.57,13.16,42.44,33.16,25.71,12.82,0.66,34.33
2024-05-20,ITO,2024,5,20,0,116.67,160.15,13.35,46.06,35.12,24.24,12.76,0.87,43.37
2024-05-21,ITO,2024,5,21,1,108.76,159.41,13.74,47.84,34.85,23.61,8.3,0.93,25.97
2024-05-22,ITO,2024,5,22,2,86.79,113.15,14.14,53.17,38.64,22.28,8.54,0.79,28.04
2024-05-23,ITO,2024,5,23,3,65.18,85.93,13.69,46.73,34.75,23.45,5.53,0.69,23.52
2024-05-24,ITO,2024,5,24,4,65.32,81.3,13.61,46.75,35.86,23.1,6.18,0.77,22.08
2024-05-25,ITO,2024,5,25,5,77.89,98.8,14.1,50.83,37.17,21.78,6.53,0.6,43.27
2024-05-26,ITO,2024,5,26,6,84.72,107.06,13.96,48.17,36.85,22.54,8.11,1.19,56.87
2024-05-27,ITO,2024,5,27,0,107.58,132.75,14.44,49.27,37.85,20.43,10.52,1.52,66.21
2024-05-28,ITO,2024,5,28,1,114.46,144.81,12.87,51.77,38.0,21.52,12.58,1.72,67.27
2024-05-29,ITO,2024,5,29,2,105.44,139.42,10.56,50.33,35.35,23.51,8.88,1.24,35.93
2024-05-30,ITO,2024,5,30,3,93.13,122.98,10.22,50.14,34.98,23.93,8.16,0.97,30.89
2024-05-31,ITO,2024,5,31,4,85.22,110.6,8.99,47.69,32.68,25.65,10.96,1.41,30.67
2024-06-01,ITO,2024,6,1,5,105.39,155.66,8.2,48.54,32.48,26.92,4.85,0.88,18.27
2024-06-02,ITO,2024,6,2,6,58.03,70.09,7.96,48.64,32.34,27.36,5.59,0.77,31.3
2024-06-03,ITO,2024,6,3,0,68.53,85.53,8.18,50.42,33.47,26.77,8.29,1.03,25.09
2024-06-04,ITO,2024,6,4,1,88.45,121.64,8.41,48.85,32.79,26.62,7.72,1.24,28.58
2024-06-05,ITO,2024,6,5,2,92.78,145.87,8.19,49.68,33.08,26.85,9.11,0.83,10.54
2024-06-06,ITO,2024,6,6,3,54.47,103.19,8.39,48.73,32.74,26.75,8.44,0.95,5.8
2024-06-07,ITO,2024,6,7,4,75.93,146.89,8.19,49.0,32.72,26.87,8.73,0.76,5.97
2024-06-08,ITO,2024,6,8,5,83.68,135.38,7.93,49.5,32.77,27.19,5.04,0.71,30.7
2024-06-09,ITO,2024,6,9,6,63.92,89.86,8.08,49.49,32.9,26.99,7.52,0.83,36.05
2024-06-10,ITO,2024,6,10,0,62.39,89.37,8.42,49.83,33.35,26.56,12.06,0.88,37.62
2024-06-11,ITO,2024,6,11,1,85.59,119.82,8.42,49.05,32.89,26.51,14.6,1.36,26.77
2024-06-12,ITO,2024,6,12,2,69.77,111.44,8.37,49.43,33.1,26.57,9.84,1.24,27.26
2024-06-13,ITO,2024,6,13,3,52.84,99.12,9.57,62.85,41.22,24.66,9.85,1.01,22.51
2024-06-14,ITO,2024,6,14,4,47.23,104.28,12.22,91.73,58.73,20.15,8.21,0.92,22.48
2024-06-15,ITO,2024,6,15,5,46.55,91.14,12.22,72.23,47.27,19.57,8.88,1.1,22.18
2024-06-16,ITO,2024,6,16,6,51.43,100.71,12.13,32.07,26.83,19.91,15.83,1.37,22.6
2024-06-17,ITO,2024,6,17,0,47.38,102.83,12.13,35.03,28.43,20.2,15.86,1.36,19.04
2024-06-18,ITO,2024,6,18,1,73.17,154.66,12.35,33.93,27.75,19.48,12.44,1.34,9.6
2024-06-19,ITO,2024,6,19,2,57.84,153.97,12.39,35.92,29.03,18.56,12.8,1.24,42.88
2024-06-20,ITO,2024,6,20,3,40.65,74.33,12.09,30.72,25.8,20.41,18.83,1.49,84.62
2024-06-21,ITO,2024,6,21,4,57.17,100.49,11.91,33.49,26.9,21.06,18.88,1.74,41.94
