Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
01-01-2021 00:00,412.41,478.73,137.74,65.69,147.23,33.75,16.4,2.65,30.47,NA,NA,NA,NA,NA,NA,7.81,68.71,0.72,167.11,NA,0,60.94,975.35,0.05
02-01-2021 00:00,317.92,395.92,42.23,67.66,70.42,39.68,15.27,1.68,18.8,NA,NA,NA,NA,NA,NA,10.81,64.8,0.92,125.47,NA,0,44.08,971.46,0.06
03-01-2021 00:00,258,314.13,27.85,47.83,48.13,43.34,13.6,1.32,7.58,NA,NA,NA,NA,NA,NA,10.14,68.69,0.63,122.48,NA,0,5.69,971.33,0.01
04-01-2021 00:00,51,125.4,11.13,35.88,28.17,34.11,11.29,1.62,25.66,NA,NA,NA,NA,NA,NA,16.71,77.11,0.75,166.42,NA,0,97.67,972.65,0.03
05-01-2021 00:00,112,138.27,35.93,49.75,55.75,35.1,13.29,1.47,10.37,NA,NA,NA,NA,NA,NA,14.89,80.72,0.56,148.08,NA,0,51.88,972.16,0.01
06-01-2021 00:00,155.02,170.91,38.91,40.39,53.21,36.18,14.24,1.45,15.85,NA,NA,NA,NA,NA,NA,14.73,83.12,0.83,177.67,NA,0,49.07,972.18,0.01
07-01-2021 00:00,150.61,180.23,20.57,28.86,32.13,28.07,12.31,1.47,34.25,NA,NA,NA,NA,NA,NA,14.03,76.26,0.52,213.81,NA,0,67.05,971.4,0
08-01-2021 00:00,173.84,220.73,28.75,42.85,46.23,28.11,10.41,1.4,16.82,NA,NA,NA,NA,NA,NA,11.11,79.84,0.4,206.8,NA,0,41.61,972.2,0
09-01-2021 00:00,171.28,207,11.93,36.4,29.09,36.99,15.95,1.31,27.04,NA,NA,NA,NA,NA,NA,13.02,76.04,0.68,216.29,NA,0,59.11,971.32,0
10-01-2021 00:00,144.02,179.67,7.56,25.93,19.96,37.66,12.47,1.3,42.42,NA,NA,NA,NA,NA,NA,9.09,71.35,1.07,218.5,NA,0,93.37,971.31,0
11-01-2021 00:00,135.72,175.4,7.91,32.5,23.74,34.07,11.4,1.33,44.29,NA,NA,NA,NA,NA,NA,9.02,72.46,0.88,215.99,NA,0,91.84,971.3,0
12-01-2021 00:00,248.35,298.36,73.91,41.19,82.17,31.64,14.93,2.29,34.66,NA,NA,NA,NA,NA,NA,7.7,74.19,0.71,211.46,NA,0,86.01,971.36,0
13-01-2021 00:00,337.67,365.13,104.72,25.16,98.76,21.36,17.51,2.47,31.17,NA,111.3,NA,NA,NA,NA,7.73,74.33,0.57,211.34,NA,0,79.38,973.24,0
14-01-2021 00:00,558.86,645.56,57.51,19.28,57.04,11.4,15.9,2.93,21.73,NA,NA,NA,NA,NA,NA,8.71,74.02,0.45,190.82,NA,0,81.74,973.87,0
15-01-2021 00:00,499.93,566.7,82.61,22.32,116.02,16.76,33.72,3.46,29.68,NA,NA,NA,NA,NA,NA,10.66,74.74,0.52,179.15,NA,0,77.05,971.75,0.02
16-01-2021 00:00,308.33,361.75,67.49,59.36,86.59,37.84,10.77,1.69,31.51,NA,103.8,NA,NA,NA,NA,9.29,75.91,0.72,214.95,NA,0,73.21,974.3,0
17-01-2021 00:00,257.51,305.52,16.79,39.87,34.9,34.61,11.78,1.58,21.94,NA,NA,NA,NA,NA,NA,7.76,78.9,1.63,122.52,NA,0,77.15,972.06,0.19
18-01-2021 00:00,287.48,349.15,53.07,43.72,97.47,33.83,16.83,2.62,24.24,NA,NA,NA,NA,NA,NA,9.28,73.71,1.13,140.52,NA,0,57.16,971.4,0.1
19-01-2021 00:00,288.92,340.76,94.19,32.72,94.2,28.29,9.82,1.49,18.86,NA,NA,NA,NA,NA,NA,NA,79.46,1.21,218.08,NA,0,77.65,972.14,0
20-01-2021 00:00,142.09,172.09,4.5,33.43,21.45,26.87,10.26,1.42,32.96,NA,NA,NA,NA,NA,NA,12.75,74.22,1.47,224.59,NA,0,92.51,971.27,0
21-01-2021 00:00,172.31,223.26,66.61,46.6,79.1,25.15,13.94,2.11,43.72,NA,NA,NA,NA,NA,NA,11.31,64.98,1.09,223.29,NA,0,99.35,971.29,0
22-01-2021 00:00,242.5,298.27,91.17,42.08,96.72,31.51,11.77,1.64,18.74,NA,NA,NA,NA,NA,NA,8.73,77.17,1.18,139.08,NA,0,82.86,972.6,0.12
23-01-2021 00:00,182.01,238.18,16.02,40.06,34.37,31.37,12.39,1.61,33.67,NA,NA,NA,NA,NA,NA,10.46,73.07,1.48,132.11,NA,0,88.39,971.28,0.17
24-01-2021 00:00,260.99,323.6,41.36,37.82,53.84,31.68,11.93,1.65,16.72,NA,NA,NA,NA,NA,NA,9.59,80.61,0.44,217.6,NA,0,31.41,971.79,0
25-01-2021 00:00,210.72,281.53,59.62,33.82,66.6,25.59,13.27,2.1,39.5,NA,NA,NA,NA,NA,NA,9.48,71.16,0.59,213.71,NA,0,75.98,971.54,0
26-01-2021 00:00,216.68,287.98,37.27,43.63,53.6,22.85,15.24,1.46,40.84,NA,NA,NA,NA,NA,NA,10.36,66.81,0.61,216.23,NA,0,95.83,974.25,0
27-01-2021 00:00,203.24,299.52,75.94,50.51,88.78,23.64,16.66,2.14,39.35,NA,NA,NA,NA,NA,NA,10.83,61.62,0.75,214.53,NA,0,100.2,971.28,0
28-01-2021 00:00,340.22,428.85,138.29,69.7,159.52,28.91,26.45,2.52,29.74,NA,NA,NA,NA,NA,NA,9.59,68.39,0.56,186.72,NA,0,82.56,972.45,0.02
29-01-2021 00:00,234.51,309.61,61.35,61.88,82.94,25.05,14.11,1.55,39.69,NA,NA,NA,NA,NA,NA,10.4,63.87,0.81,205.5,NA,0,95.74,972.21,0
30-01-2021 00:00,147.84,226.57,45.93,61.16,69.97,22.91,16.77,1.76,45.6,NA,NA,NA,NA,NA,NA,10.81,56.6,0.92,228.3,NA,0,101.57,971.28,0
31-01-2021 00:00,199.09,281.96,138.78,54.28,142.02,25,20.16,2.47,42.94,NA,NA,NA,NA,NA,NA,11.47,57.27,0.66,217.16,NA,0,102.41,971.34,0
01-02-2021 00:00,243.69,334.89,182.13,57.24,178.93,29.87,17.71,2.98,40.94,NA,NA,NA,NA,NA,NA,13.77,59,0.62,214.05,NA,0,99.32,972.3,0
02-02-2021 00:00,217.72,338.85,156.7,68.6,164.25,31.34,25.09,2.12,38.82,NA,NA,NA,NA,NA,NA,14.48,62.1,0.6,208.23,NA,0,93.97,971.62,0
