Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
01-01-2019 00:00,305.81,494.29,111.51,49.12,117.03,22.61,22.09,2.47,57.25,NA,NA,NA,NA,NA,NA,9.75,63,0.59,208.5,NA,0,68.68,989.99,NA
02-01-2019 00:00,376.82,500.47,150.24,46.59,147.27,27.99,22.18,2.36,63.6,NA,NA,NA,NA,NA,NA,10.45,68.95,0.63,172.91,NA,0,62.29,991.22,0.15
03-01-2019 00:00,327.5,471.43,70.57,60.41,89.66,30.12,16.34,1.13,41.74,NA,NA,NA,NA,NA,NA,9.89,68.81,0.8,211.22,NA,0,65.46,990.09,NA
04-01-2019 00:00,286.46,431.16,79.82,57.16,95.49,29.05,19.81,1.18,37.89,NA,NA,NA,NA,NA,NA,8.59,72.78,0.66,204.56,NA,0,50.57,990.09,NA
05-01-2019 00:00,291.68,438.27,123.19,50.93,127.47,32.92,18.8,0.53,27.05,NA,NA,NA,NA,NA,NA,9.58,67.59,0.99,159.43,NA,0,63.98,994,0.26
06-01-2019 00:00,187.12,254.59,33.81,53.88,56.25,37.51,15.72,NA,11.57,NA,NA,NA,NA,NA,NA,10.27,73.04,0.72,179.42,NA,0,56.73,992.99,0.03
07-01-2019 00:00,184.65,266.77,52.14,50.29,69.2,36.81,17.49,NA,13.11,NA,NA,NA,NA,NA,NA,10.11,71.91,0.64,213.49,NA,0,86.22,992.71,NA
08-01-2019 00:00,174.44,241.23,19.71,43.85,39.39,31.34,19.87,NA,17.35,NA,NA,NA,NA,NA,NA,12.14,60.72,1.43,219.62,NA,0,140.82,989.97,NA
09-01-2019 00:00,128.33,239.76,22.88,50.78,45.68,26.43,21.82,NA,16.89,NA,NA,NA,NA,NA,NA,11.78,54.08,1.28,211.54,NA,0,121.01,989.98,NA
10-01-2019 00:00,194.69,352.86,127.9,58.72,135.5,24.29,28.86,NA,19.31,NA,NA,NA,NA,NA,NA,12.42,53.3,1.05,206.22,NA,0,129.92,990,NA
11-01-2019 00:00,350.33,428.4,149.06,83.6,166.09,30.92,29.82,NA,15.07,NA,NA,NA,NA,NA,NA,13.02,54.99,0.61,159.15,NA,0,99.96,990.2,0.02
12-01-2019 00:00,417.25,538.86,209.09,53.57,199.03,30.96,16.34,NA,13.31,NA,NA,NA,NA,NA,NA,9.12,73.19,0.55,164.62,NA,0,86.39,991.79,0.07
