Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
01-01-2021 00:00,428.63,540.26,175.43,86.76,189.19,57.47,12.82,2.95,20.68,10.28,50.91,NA,NA,NA,NA,10.15,73.56,0.52,151.81,0,0,33.11,992.48,NA
02-01-2021 00:00,305.43,392.39,31.36,81.29,68.8,59.67,11.36,1.33,19.16,8.06,35.91,NA,NA,NA,NA,13.87,64.34,0.77,97.34,0,0,38.86,991.06,NA
03-01-2021 00:00,147.92,174.9,14.79,55.09,41.36,66.09,11.5,0.86,11.89,4.67,26.49,NA,NA,NA,NA,14.33,79.4,0.88,89.65,0,0,29.35,989.4,NA
04-01-2021 00:00,93.66,134.76,22.18,58.01,48.93,63.96,10.49,0.88,19.06,4.39,52.54,NA,NA,NA,NA,16.67,83.32,0.82,155.94,0,0,40.86,990.8,NA
05-01-2021 00:00,71.31,94.94,21.44,51.68,44.77,57.52,11.05,0.87,16.44,4.51,44.91,NA,NA,NA,NA,17.03,83.02,1,63.43,0,0,41.02,990.38,NA
06-01-2021 00:00,134.7,186.95,46.28,44.17,61.22,59.99,10.7,1.16,12.74,6.27,32.42,NA,NA,NA,NA,16.48,87.38,0.66,188.41,0,0,30.35,989.71,NA
07-01-2021 00:00,120.88,199.01,27.02,35.27,40.79,58.28,10.68,0.9,19.65,3.33,33.43,NA,NA,NA,NA,15.86,79.5,0.63,304.2,0,0,52.24,989.35,NA
08-01-2021 00:00,129.01,221.7,32.92,43.24,49.84,70.13,10.05,1.1,13.45,4.11,40.51,NA,NA,NA,NA,13.08,82.79,0.6,221.15,0,0,37.98,989.13,NA
09-01-2021 00:00,153.22,244.68,28.87,45.79,47.9,89.24,12.79,1.07,23.09,3.74,25.97,NA,NA,NA,NA,14.89,78.93,0.79,314.67,0,0,48.63,989.77,NA
10-01-2021 00:00,135.26,275.75,27.95,39.87,43.99,82.64,9.39,0.84,32.15,2.75,13.74,NA,NA,NA,NA,10.79,76.36,0.95,290.51,0,0,54.5,990.56,NA
11-01-2021 00:00,131.57,247.84,33.92,47.17,52.76,81.18,9.73,1,34.88,3.2,13.47,NA,NA,NA,NA,10.81,78.77,0.96,291.7,0,0,54.97,990.79,NA
12-01-2021 00:00,186.22,284.84,102.16,60.66,115.67,80.96,11.29,2.09,20.58,5.75,26.14,NA,NA,NA,NA,9.47,81.87,0.64,260.74,0,0,50.11,991.01,NA
13-01-2021 00:00,256.36,393.36,163.33,60.58,156.61,84.44,21.37,2.95,21.22,8.03,38.06,NA,NA,NA,NA,9.5,81.07,0.61,219.46,0,0,50.74,990.31,NA
14-01-2021 00:00,471.88,652.53,166.13,114.99,197.3,108.64,13.93,4.58,26.17,11.38,103.72,NA,NA,NA,NA,11.36,77.71,0.62,153.51,0,0,53.32,990.4,NA
15-01-2021 00:00,519.56,598.83,189.42,103.42,206.33,118.08,13.54,5.99,30.83,11.43,90.59,NA,NA,NA,NA,13.29,78.89,0.45,153.33,0,0,52.1,988.83,NA
16-01-2021 00:00,274.09,346.17,82.26,66.3,102.34,95.6,10.01,2.11,15.75,8.43,57.47,NA,NA,NA,NA,10.7,84.07,0.63,255.56,0,0,47.16,987.65,NA
17-01-2021 00:00,204.72,281.77,38.32,54.33,60.17,86.06,10.52,1.6,8.13,6.34,36.4,NA,NA,NA,NA,8.61,86.41,0.91,115.97,0,0,38.49,989.48,NA
