Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
01-01-2019 00:00,144.83,426.93,97.69,65.89,114.66,56.04,19.59,2.68,19.46,7.56,51.85,NA,NA,NA,NA,12.91,74.95,0.68,233.61,0,0,71.28,994.36,NA
02-01-2019 00:00,221.94,476.94,157.52,76.26,169.04,63.68,20.65,2.5,21.87,13.66,69.56,NA,NA,NA,NA,14.94,78.59,0.7,150.57,0,0,67.3,994.75,NA
03-01-2019 00:00,320.09,527.85,75.18,55,90.5,66.72,15.68,2.86,13.74,7.58,50.85,NA,NA,NA,NA,11.83,86.88,0.92,258.56,0,0,71.47,995.7,NA
04-01-2019 00:00,265.6,507.59,74.81,53.45,88.66,51.77,17.35,2.68,9.24,7.91,50.26,NA,NA,NA,NA,11.51,89.54,0.75,216.74,0,0,63.83,994.55,NA
05-01-2019 00:00,273.43,511.93,88.44,67.71,108.16,56.12,17.97,2.94,17.11,8.39,64.77,NA,NA,NA,NA,14.44,71.94,0.94,103.98,0,0,80.15,993.05,NA
06-01-2019 00:00,169.4,269.67,10.95,52.46,36.86,55.95,17.12,1.46,20.82,4.63,29.65,NA,NA,NA,NA,14.52,80.82,1.07,181.51,0.01,0.8,70.81,992.5,NA
07-01-2019 00:00,167.94,358.59,61.89,45.79,74.68,53.55,19.64,2.06,13.6,5.05,38.68,NA,NA,NA,NA,12.16,89.13,0.73,270.89,0,0,77.7,994.06,NA
08-01-2019 00:00,169.39,317.79,32.01,40.9,47.78,47.97,18.44,1.44,18.12,3.71,18.71,NA,NA,NA,NA,12.33,84.79,0.91,270.69,0,0,83.14,992.24,NA
09-01-2019 00:00,165.56,316.18,25.98,42.95,44.01,38.93,20.09,1.34,23.74,3.43,17.81,NA,NA,NA,NA,12.55,74.81,1.01,286.39,0,0,88.28,991.5,NA
10-01-2019 00:00,184.57,439.43,95.91,50.43,105.86,38.22,23.54,2.8,20.06,5.78,35.67,NA,NA,NA,NA,12.17,78.78,0.74,251.17,0,0,90.61,991.27,NA
