Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
01-01-2020 00:00,472.98,563.38,267.97,59.47,231.36,25.69,43.06,3.63,15.49,9.65,56.27,NA,NA,NA,NA,10.48,73.09,0.5,113.44,0,0,57.44,995.83,NA
02-01-2020 00:00,455.22,554,342.81,71.18,242.13,24.77,44.05,3.68,12.34,8.07,61.52,NA,NA,NA,NA,12.97,71.37,0.48,118.64,0,0,53.15,995.59,NA
03-01-2020 00:00,277.29,521.69,211.11,59.18,203.6,27.2,20.15,3.63,15.68,10.21,82.88,NA,NA,NA,NA,14.48,70.96,0.39,187.37,0,0,53.48,993.17,NA
04-01-2020 00:00,214.89,400.55,91.86,58.56,105.76,26.92,13.22,1.71,19.69,6.92,42.27,NA,NA,NA,NA,13.7,71.5,0.62,223.78,0,0,55.17,992.17,NA
05-01-2020 00:00,181.99,358,29.18,47.73,49.23,26.25,9.13,1.19,5.3,4.78,26.9,NA,NA,NA,NA,13.6,66.73,0.75,261.03,0,0,58.75,992.6,NA
06-01-2020 00:00,182.3,365.53,36.47,53.79,58.57,26.57,11.25,1.27,13.58,5.4,29.96,NA,NA,NA,NA,14.13,67.44,0.83,171.48,0,0,41.32,993.64,NA
07-01-2020 00:00,119.58,190.31,24.73,51.83,47.76,23.61,13.17,1.11,12.77,4.53,26.69,NA,NA,NA,NA,15.24,69.05,0.81,84.47,0,0,34.98,991.55,NA
08-01-2020 00:00,129.56,158.66,27.78,40.84,44.05,26.29,13.01,1.45,7.95,4.71,27.29,NA,NA,NA,NA,13.3,80.68,0.88,179.08,0.03,3,18.89,989.57,NA
09-01-2020 00:00,101.98,202.33,19.59,29.18,31.48,17.91,9.28,0.9,25.63,3.05,17.26,NA,NA,NA,NA,10.18,75.91,1.04,314.19,0,0,57.03,994.19,NA
10-01-2020 00:00,155.22,301.48,45.6,45.17,61.4,18.84,11.84,1.44,15.54,5.13,24.98,NA,NA,NA,NA,8.45,79.82,0.71,269.88,0,0,57.95,994.62,NA
11-01-2020 00:00,165.7,398.06,81.27,58.66,97.35,19.78,17.61,1.8,29.18,5.48,31.33,NA,NA,NA,NA,11.39,69.07,0.63,270.24,0,0,61.35,994.06,NA
12-01-2020 00:00,250.98,380.99,177.99,53.19,162.58,22.96,34.75,1.92,23.73,6.19,32.05,NA,NA,NA,NA,12.9,70.53,0.62,200.89,0,0,57.94,991.13,NA
13-01-2020 00:00,215.79,349.78,53.36,61.55,76.25,29.29,10.78,1.81,23.62,6.92,38.95,NA,NA,NA,NA,15.36,67.36,1.28,177.21,0,0.2,42.29,986.61,NA
14-01-2020 00:00,109.75,180.16,26,41.37,43.18,30.14,11.79,1.07,20.83,4.05,21.87,NA,NA,NA,NA,12.83,74.5,0.93,302.91,0,0,50.08,990.16,NA
15-01-2020 00:00,134.93,248.78,30.24,61.42,57.32,42.68,11.72,1.21,27.29,4.95,30.29,NA,NA,NA,NA,13.06,71.7,0.85,273.04,0,0,53.87,991.2,NA
16-01-2020 00:00,165.78,233.51,37.63,57.63,61.89,48.78,13.93,1.34,8.96,5.59,40.96,NA,NA,NA,NA,12.2,76.01,0.74,261.36,0.05,4.8,37.69,990.02,NA
17-01-2020 00:00,139.26,214.87,49.97,46.9,65.71,46.08,11.58,1.61,12.01,5.6,36.73,NA,NA,NA,NA,12.92,80.17,0.7,255.45,0.05,4.4,48.61,991.27,NA
18-01-2020 00:00,140.45,268.08,56.09,62.67,79.09,45.04,11.27,1.55,5.92,6.6,43.03,NA,NA,NA,NA,11.45,81.86,0.58,263.78,0,0,38.51,993.22,NA
19-01-2020 00:00,132.71,238.8,11.38,37.12,29.03,43.29,11.44,0.89,29.94,3.29,11.49,NA,NA,NA,NA,10.19,76.81,0.96,281.79,0,0,70.92,993.93,NA
20-01-2020 00:00,154.58,353.16,87.15,45.34,95.24,41.89,16.87,1.88,20.31,5.2,23.13,NA,NA,NA,NA,11.08,79.22,0.73,250.56,0,0,55.01,992.81,NA
21-01-2020 00:00,235.82,455.74,105.6,71.15,123.9,49.53,13.74,1.99,18.42,7.48,40.71,NA,NA,NA,NA,13.57,73.71,0.61,124.28,0,0,66.03,993.52,NA
22-01-2020 00:00,199.83,346.22,104.83,52.05,113.22,49.4,16.47,2.09,12.03,7.87,42.44,NA,NA,NA,NA,11.27,81.07,0.77,264.15,0,0,57.9,995.22,NA
23-01-2020 00:00,84.82,213.75,24.26,48.24,45.33,37.25,11.05,0.64,30.65,2.68,14.1,NA,NA,NA,NA,12.76,63.84,1.11,289.46,0,0,68.23,993.66,NA
24-01-2020 00:00,88.02,260.66,59.29,56.58,78.37,35.35,16.27,1.24,33.48,3.47,18.07,NA,NA,NA,NA,12.44,61.05,1.1,267.13,0,0,69.89,991.16,NA
25-01-2020 00:00,163.61,310.19,162.23,70.86,163.9,42.72,20.11,1.4,14.16,6.77,39.96,NA,NA,NA,NA,10.37,72.31,0.59,254.37,0,0,52.45,991.85,NA
26-01-2020 00:00,201.93,330.15,83.52,50.83,95.09,NA,22.66,1.11,NA,7.1,38.15,NA,NA,NA,NA,13.72,68.15,NA,NA,0,0,67.3,989.44,NA
27-01-2020 00:00,196.31,383.8,19.75,92.68,65.4,52.28,11.59,1.42,25.08,7.35,39.77,NA,NA,NA,NA,15.69,64.36,1.3,71.53,0,0,47.88,987,NA
28-01-2020 00:00,115.93,165.31,17.11,55.41,43.42,44.51,15.96,1.91,24.92,3.91,18.34,NA,NA,NA,NA,15.75,70.88,1.1,108.98,0.03,2.8,58.88,985.8,NA
29-01-2020 00:00,78.57,221.35,40.13,49.89,59.28,33.48,14.23,1.39,27.77,3.53,25.09,NA,NA,NA,NA,14.42,69.32,0.8,221.38,0,0,70.07,991.52,NA
30-01-2020 00:00,98.84,297.55,38.95,61.36,64.39,45.31,17.39,0.98,26.2,3.85,22.64,NA,NA,NA,NA,13.89,68.55,0.99,301.19,0,0,82.09,992.26,NA
